Scenario,BatchID,n_points,t_min,t_max,accept_frac,rmse_med_curve,success,tau_prior_mode,t_peak,t_peak_repr,mu_tau_prior,sig_tau_prior,flat_ratio,tau_fixed,lambda_med,lambda_q025,lambda_q975,lambda_q16,lambda_q84,tau_med,tau_q025,tau_q975,tau_q16,tau_q84,beta_med,beta_q025,beta_q975,beta_q16,beta_q84
S3_tau_fixed_1,F79,10,0.0,420.0,0.6802291666666666,0.011764180651957612,True,,,,,,,1.0,0.0021127096950453086,0.0019872679898798834,0.002350352439645202,0.0020408168858602337,0.0022168477079035445,1.0,1.0,1.0,1.0,1.0,0.08073623752087464,0.004150161972576317,0.30301460433987304,0.02278698538597085,0.17783965737618182
S3_tau_fixed_1,F8,10,0.0,420.0,0.7127222222222223,0.049520892737480955,True,,,,,,,1.0,0.012911710858875932,0.009157783668456218,0.01885608673295097,0.010789750290368974,0.015525905942280345,1.0,1.0,1.0,1.0,1.0,3.1899009137805523,2.557248066201577,3.9134630694569923,2.854775425577239,3.540525675593922
S3_tau_fixed_1,F80,10,0.0,420.0,0.683465277777778,0.01507539300437492,True,,,,,,,1.0,0.0018698296373551105,0.0017513263963271312,0.0020964503368016384,0.0018046496196168923,0.001964182177198775,1.0,1.0,1.0,1.0,1.0,0.09086175066880495,0.004289760530643106,0.3738936566708861,0.02472156706686083,0.20953788987638086
S3_tau_fixed_1,F81,10,0.0,420.0,0.6994861111111111,0.022635428689686165,True,,,,,,,1.0,0.0023202702933994715,0.0022143948915811463,0.0024813451171111,0.0022627999549309006,0.002389616109002649,1.0,1.0,1.0,1.0,1.0,0.03270685896660451,0.0022374962076823334,0.14416227705612292,0.009224028249030097,0.07824231160116378
S3_tau_fixed_1,F82,10,0.0,420.0,0.6927083333333334,0.01586214335768616,True,,,,,,,1.0,0.00261878925329975,0.002339233684363358,0.0029711093307589476,0.00246467081036232,0.002789030246986469,1.0,1.0,1.0,1.0,1.0,0.252379140431536,0.06609465063297407,0.4755124175690742,0.1507017675935479,0.36343370528443036
S3_tau_fixed_1,F83,10,0.0,420.0,0.6875625,0.015518732492351727,True,,,,,,,1.0,0.002037768398064517,0.0019221701619435215,0.0022454216979977087,0.001974027706475661,0.0021272072476018113,1.0,1.0,1.0,1.0,1.0,0.06673743494028013,0.003539968144856467,0.27583387344296484,0.018408803220687546,0.15495254193895275
S3_tau_fixed_1,F84,10,0.0,420.0,0.6792847222222221,0.009492039426015243,True,,,,,,,1.0,0.002117094789086495,0.0019834428046590106,0.002366626909708724,0.002041242990845749,0.0022255636975873827,1.0,1.0,1.0,1.0,1.0,0.08918852660365553,0.00480923294589723,0.32432131841933937,0.025888540179841792,0.1950437783330115
S3_tau_fixed_1,F85,10,0.0,420.0,0.6714513888888889,0.010988636466784435,True,,,,,,,1.0,0.0015420889081271113,0.001404609913773331,0.001840501793437996,0.0014611305973057506,0.0016661685831599858,1.0,1.0,1.0,1.0,1.0,0.21419477683238852,0.010041234751023495,0.8121257181374576,0.062308648031327844,0.47588428036785596
S3_tau_fixed_1,F86,10,0.0,420.0,0.6818680555555555,0.015157408039139593,True,,,,,,,1.0,0.001646555443069876,0.001523048715280588,0.0018892032643921316,0.0015763226864733007,0.001749326213004297,1.0,1.0,1.0,1.0,1.0,0.13900287696057353,0.0068008894943153726,0.5500647128091865,0.03934579455863758,0.3162725264747567
S3_tau_fixed_1,F87,10,0.0,420.0,0.6824027777777779,0.014992744985299936,True,,,,,,,1.0,0.0016050861719232293,0.0014838404756176852,0.0018453945810648251,0.001537004412486678,0.00170682127408597,1.0,1.0,1.0,1.0,1.0,0.13947727622175216,0.0064276305593543555,0.5702582166837379,0.03914888727417846,0.32738623543185785
S3_tau_fixed_1,F88,10,0.0,420.0,0.6768819444444446,0.010527834464972966,True,,,,,,,1.0,0.0017287809632074557,0.0015860653067464412,0.0020081962418943607,0.0016464983762877869,0.0018521684889927573,1.0,1.0,1.0,1.0,1.0,0.17147015507250296,0.008610427669614505,0.6063963734750332,0.051039014714761376,0.36752935328023023
S3_tau_fixed_1,F89,10,0.0,420.0,0.6738472222222223,0.010637291834156046,True,,,,,,,1.0,0.001576125424383179,0.0014386613971841251,0.0018700612620564936,0.0014967915141174523,0.0017011343676975243,1.0,1.0,1.0,1.0,1.0,0.19896315317890428,0.009551306175162743,0.7549507535695288,0.057264451725581825,0.4436573850920056
S3_tau_fixed_1,F9,10,0.0,420.0,0.6485763888888889,0.010063216854871472,True,,,,,,,1.0,0.0012359967311369158,0.0009378273777743648,0.0019693299761128808,0.001040325050811307,0.001533826667852861,1.0,1.0,1.0,1.0,1.0,1.5332027822599732,0.10455003829714057,4.203727178967495,0.6102977495223529,2.747431368978513
S3_tau_fixed_1,F90,10,0.0,420.0,0.6670625000000001,0.009076236906746941,True,,,,,,,1.0,0.0016727375497877345,0.0015195327009117805,0.002002484346264804,0.0015799169869814788,0.0018136789623206609,1.0,1.0,1.0,1.0,1.0,0.22294107794399234,0.0117021872384624,0.7598937171602005,0.06690837459835497,0.46455484412254255
S3_tau_fixed_1,F91,10,0.0,420.0,0.6841666666666666,0.01595454621343538,True,,,,,,,1.0,0.0015806611457421839,0.0014622454924469806,0.0018143052854865808,0.0015150192942397559,0.0016782816183166635,1.0,1.0,1.0,1.0,1.0,0.13116910154630135,0.006069488270222382,0.5569761382909804,0.035353040579458685,0.31577364328298296
