hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,gamma,mean_rmse,std_rmse,median_best_epoch,optimizer,seed,diluent_encoding,prior_mode,tau_fixed_value,forward_method,t0_as_initial_condition,sigma_main,t0_atol,reg_csv
52,5,gelu,0.0,True,0.011122398492030276,0.0013631478008762625,0.04234994724392891,0.010701012317456892,105,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
28,3,swish,0.2,True,0.01480325041751291,0.00012554300160787186,0.05656576827168465,0.015525230968580585,159,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
24,5,swish,0.0,True,0.010356525337139086,0.00031662533444579133,0.036371834203600885,0.006639300560504506,86,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
20,5,swish,0.0,True,0.010453988843293868,0.00028721076993295315,0.04146419316530228,0.010951519692984952,117,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
24,5,swish,0.0,True,0.009425396667942863,0.00015112512084794268,0.045617152750492086,0.01975961903907196,96,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
18,5,swish,0.0,True,0.012060247728357816,0.00034567119285804825,0.04042325504124165,0.007654606123112934,130,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
62,5,swish,0.0,True,0.007074499729597495,0.00024190564741145016,0.040907172858715056,0.008300052874962379,173,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
25,5,swish,0.0,True,0.013804719850199572,0.0004927165526992001,0.04331456162035465,0.019069334826503647,58,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
22,3,leakyrelu,0.0,True,0.007713418467369558,0.0012232254821461154,0.05472183674573898,0.017615010767978966,92,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
26,5,swish,0.0,True,0.008744051500341368,0.001865073968465162,0.03875126354396343,0.00565176172392285,67,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
27,5,swish,0.0,True,0.005396967920955528,0.0017598262941433593,0.047871998697519305,0.022761040816283527,119,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
26,5,swish,0.0,True,0.010543798492925045,0.0001859996370321628,0.040647510066628464,0.009806892536052596,88,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
16,5,swish,0.0,True,0.0170528016957615,0.004496798781735418,0.04112382046878338,0.008250360523623311,81,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
24,5,swish,0.1,True,0.004785162310738871,0.0029174019217299125,0.0499253623187542,0.016334273999061413,239,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
29,5,swish,0.0,True,0.008546948179404013,0.0006457458617526602,0.04028038866817951,0.009873819885613434,127,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
29,5,swish,0.0,True,0.0068909484330645105,0.0007365596720081722,0.0377756554633379,0.006382799887966239,135,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
20,5,swish,0.0,True,0.006830727002973614,0.15906395626245806,0.0485794834792614,0.02632990067371432,107,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
48,5,swish,0.0,True,0.006128325057349911,0.0003012527886820403,0.04200779162347317,0.011152430757659185,107,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
22,5,swish,0.0,True,0.012889768214794059,0.0004642379244420111,0.040076988935470584,0.005857676324429031,195,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
29,5,swish,0.0,True,0.005767730922453735,0.000841642140845656,0.045219536125659945,0.018236940564927917,112,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
25,2,swish,0.2,True,0.008112228699061756,0.00036466486508545027,0.06338612735271454,0.02197380142151726,122,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
23,5,mish,0.0,True,0.011343734957590518,0.00014454950596231317,0.03676393553614617,0.0030072970918753736,121,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
23,5,swish,0.0,True,0.00961145293679249,0.016010811844157632,0.03914458155632019,0.010563195075365591,109,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
23,5,swish,0.0,True,0.0115313834170595,0.022301512086841918,0.04031539484858513,0.008079827660843421,58,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
18,5,swish,0.0,True,0.0099049902189081,0.015363013645612603,0.0378518495708704,0.009108149326205316,191,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
18,5,swish,0.0,True,0.009607378155955469,0.015690974094405362,0.04247594065964222,0.015669003739809527,199,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
14,5,swish,0.0,True,0.010353736580602759,0.031205421251700918,0.03996007405221462,0.009806115298964257,99,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
19,5,swish,0.0,True,0.008991211468244824,0.01833008703959676,0.0491831474006176,0.017505159472249666,57,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
22,5,swish,0.0,True,0.01125075145630424,0.013845387468867643,0.040459134802222255,0.00882124544830682,98,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
17,5,swish,0.0,True,0.007266495898194105,0.009864880889929659,0.04788323417305946,0.01992476978723473,127,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
26,5,swish,0.0,True,0.015025964313130184,0.00609141370612801,0.044159099087119104,0.016465355355696282,48,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
20,5,swish,0.0,True,0.012566197744822122,0.007976159315851942,0.042156125605106363,0.007841051282359098,154,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
23,5,swish,0.0,True,0.00790201382707077,0.03347078111751802,0.044136050343513485,0.01956393462490781,167,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
21,5,swish,0.0,True,0.0042684240428274905,0.012442413160351877,0.04671535976231098,0.018545627641420308,89,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
14,5,swish,0.0,True,0.009456701239977713,0.041667864994396085,0.046275462955236435,0.015843494774508332,146,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
24,5,swish,0.0,True,0.010164990424339595,0.01788415729849289,0.04975899755954742,0.02518579644947631,88,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
14,5,swish,0.0,True,0.010854317479440372,0.023346430260402,0.0538404606282711,0.020393975066924055,53,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
17,5,swish,0.0,True,0.008624460398774823,0.035047214553354945,0.04384923838078976,0.015717356659981162,111,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
27,5,swish,0.0,True,0.013090274823028523,0.0038291439663320414,0.04249759875237942,0.010726039800148008,52,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
13,5,mish,0.0,True,0.010171752842387858,0.00021792612461256296,0.053635054454207416,0.018058890190557952,42,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
53,5,swish,0.1,True,0.043239994751854346,0.00017466500724812155,0.08999441117048264,0.017213995426065658,36,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
15,5,leakyrelu,0.0,True,0.016202313137357174,0.05712648159351311,0.04289072379469872,0.007186826380268473,131,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
50,5,swish,0.2,True,0.014191215343398237,0.06799415467518508,0.046201391518115996,0.008997437398544252,103,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
21,5,swish,0.0,True,0.01194352544352885,0.00012746532017229823,0.046626425534486766,0.022709025056424543,84,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
25,5,swish,0.0,True,0.0067798748888813105,0.0002801499337897707,0.045700834691524514,0.017058282502198048,168,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
26,3,mish,0.0,True,0.007608785427565627,0.026645495967852168,0.04244293570518494,0.008602810674060128,79,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
12,5,swish,0.0,True,0.006335029838304618,0.0021764173974759887,0.0462686687707901,0.019420266878770742,228,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
24,2,swish,0.0,True,0.01846273242492744,0.011354957398428062,0.04775413945317268,0.012115091811261962,135,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
28,5,swish,0.0,True,0.009137760305581043,0.02859508246783608,0.04588470980525017,0.023521704395103184,125,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
22,3,swish,0.0,True,0.005149571215246664,0.007902382994752715,0.04690025448799133,0.01724296268974582,225,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
58,5,swish,0.0,True,0.01141259459908473,0.00010812403236943376,0.04755920320749283,0.008482461879254078,72,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
19,5,swish,0.0,True,0.008330193264469422,0.0006636118866565031,0.04570325389504433,0.01589140291545046,75,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
23,3,mish,0.0,True,0.010076532356361502,0.0002522746864769444,0.04933028407394886,0.02457965305592304,128,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
27,5,gelu,0.0,True,0.007089323248719012,0.00040091307099470174,0.040622105449438096,0.005605540110404931,116,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
31,4,mish,0.0,True,0.013529711935515713,0.00015372148913398692,0.0416301142424345,0.013011523513450873,59,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
26,4,mish,0.0,True,0.01566220675837739,0.00019797061249647406,0.043783390522003175,0.00494374235225526,103,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
46,4,mish,0.0,True,0.011974464001721143,0.00014657295672503644,0.04601508527994156,0.011529941019825737,77,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
24,5,mish,0.0,True,0.010834848728765492,0.000527512708643392,0.043602061271667485,0.00815014457520231,88,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
30,3,leakyrelu,0.0,True,0.013947893125505154,0.000325975955154988,0.05058169588446617,0.01955136030861471,63,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
28,5,swish,0.0,True,0.01294471191254098,0.00017312066629124507,0.04247933775186539,0.009156135661800369,92,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
25,4,mish,0.0,True,0.005572249380736963,0.0001998288785972026,0.04869161397218704,0.024684289388586425,114,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
28,5,swish,0.0,True,0.0076805643334767046,0.00010887413419801392,0.038012121245265006,0.006212860025860608,49,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
27,5,swish,0.1,True,0.007844476348867873,0.00011626701512748046,0.04928961247205733,0.012998993906789134,86,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
21,5,swish,0.0,True,0.006302967952152526,0.001214805836828064,0.04050585106015205,0.008556421482674414,254,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
29,5,swish,0.0,True,0.00923907854273338,0.00014498847832387877,0.04522669464349747,0.017925560974450354,59,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
26,5,swish,0.0,True,0.008579104120726244,0.00013203337846063765,0.04498421996831894,0.01965682772837608,139,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
34,5,swish,0.0,True,0.00685228626637841,0.000259511171280868,0.03832253441214562,0.010132562605882344,69,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
36,5,swish,0.0,True,0.00669145251054401,0.00025452325906508247,0.04061066545546055,0.008723711594701367,70,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
39,5,swish,0.0,True,0.007247214478592065,0.00022949118640149522,0.046504149213433266,0.02093072799729615,60,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
23,5,swish,0.0,True,0.007736454093879459,0.0004434335232865208,0.04481987543404102,0.017992743488702032,94,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
33,5,swish,0.2,True,0.009775198005095114,0.001599095380975422,0.050712964683771136,0.010300647487732344,97,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
30,5,swish,0.0,True,0.006185824665884007,0.002949311099953872,0.04568258970975876,0.020567272847904567,157,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
34,5,swish,0.0,True,0.0057864812873443935,0.01456869751404036,0.04445105120539665,0.02125578008502426,151,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
28,3,swish,0.0,True,0.008238751549110019,0.0003492713765373228,0.040769412368536005,0.00900179132397387,91,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
25,5,gelu,0.0,True,0.0148547766358927,0.00010719463817634649,0.05041544958949089,0.015909174552318172,59,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
31,2,swish,0.0,True,0.010625905787165392,0.0001007892354926412,0.0507179893553257,0.009157298765960152,74,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
27,5,swish,0.0,True,0.012631746902167932,0.00016992751660621338,0.040435272827744485,0.006419430061680699,143,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
24,5,swish,0.0,True,0.01170185779379637,0.00029281743945885143,0.04051682576537132,0.008958593759200105,99,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
29,3,swish,0.0,True,0.006834089155661199,0.0001982743215881252,0.05402116179466247,0.02656673175535813,108,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
25,5,mish,0.0,True,0.008968806193264428,0.005409000725556596,0.04058504030108452,0.0050186316779713795,68,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
20,5,swish,0.0,True,0.009947537657426023,0.0008764562189542098,0.04439042285084725,0.018922501307074426,156,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
55,4,swish,0.0,True,0.007557285794270906,0.00015154865011576392,0.0355335459113121,0.0037756207129439117,120,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
58,5,swish,0.0,True,0.007391989667725728,0.0007145652221504676,0.04020174443721771,0.0053852573359909105,60,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
55,3,swish,0.0,True,0.006593111767814672,0.02068731151583316,0.04707227237522602,0.023317564904900927,123,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
52,4,swish,0.0,True,0.008292730870467514,0.00013905230928254055,0.043160882964730266,0.013139397406012068,86,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
57,4,swish,0.0,True,0.010934015433019214,0.00022849261887127344,0.04779975339770317,0.017645448988174637,111,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
55,5,swish,0.0,True,0.007421909308338342,0.0001627173248337154,0.047547975927591316,0.017247216195317598,78,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
50,4,swish,0.0,True,0.009352749964177022,0.000134189484663877,0.03681962229311466,0.00629558400473975,85,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
50,4,swish,0.0,True,0.009160975408267515,0.00012531152796322538,0.046717744320631034,0.01858581916028716,74,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
53,4,swish,0.0,True,0.007920098193135605,0.00020643121078419674,0.04144272655248642,0.009259733487178878,114,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
22,5,swish,0.0,True,0.006023539134897615,0.00027271472742595933,0.04240779876708985,0.015496443380060072,208,adamw,1,continuous,tau_fixed,1.0,closed_form,True,0.03,1e-12,./souza_bayes_four_scenarios_modular_n/S3_tau_fixed_1_n1/souza_bayes_params_S3_tau_fixed_1_n1.csv
