hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,mean_rmse,std_rmse
9,5,gelu,0.0,True,0.02,0.07344506198854801,0.037209154774015735
9,5,gelu,0.0,True,0.03,0.0788026650132457,0.029640395225286036
9,5,gelu,0.1,True,0.01,0.06919033250670956,0.008131857150825478
9,5,gelu,0.1,True,0.02,0.07322292454525117,0.02429453321155061
9,5,gelu,0.1,True,0.03,0.06805554619001845,0.012851434875667705
10,2,relu,0.0,True,0.01,0.08218316499387912,0.02704807125140474
10,2,relu,0.0,True,0.02,0.082180795035046,0.031580917223798056
10,2,relu,0.0,True,0.03,0.08480866443685102,0.031358433407986185
10,2,relu,0.1,True,0.01,0.09130877592568992,0.03163775198507873
10,2,relu,0.1,True,0.02,0.06530981791427372,0.01478453131034452
10,2,relu,0.1,True,0.03,0.06823713793345661,0.02061292478854819
10,2,tanh,0.0,True,0.01,0.08174504101643007,0.02916271083239292
10,2,tanh,0.0,True,0.02,0.07690489587292397,0.030274266157106818
10,2,tanh,0.0,True,0.03,0.0808747747955545,0.03074601934616188
10,2,tanh,0.1,True,0.01,0.0925466516220575,0.028983618979815506
10,2,tanh,0.1,True,0.02,0.08165102962044972,0.0220871971697052
10,2,tanh,0.1,True,0.03,0.08109000332941031,0.02231561989857636
10,2,swish,0.0,True,0.01,0.06958041632443167,0.017655397498532732
10,2,swish,0.0,True,0.02,0.07604414592358959,0.01940844126106684
10,2,swish,0.0,True,0.03,0.07287813507631198,0.0282967325310365
10,2,swish,0.1,True,0.01,0.06945123002906142,0.01661406294277961
10,2,swish,0.1,True,0.02,0.07431750460585318,0.02297033895446033
10,2,swish,0.1,True,0.03,0.06883355902442126,0.023225162432050025
10,2,leakyrelu,0.0,True,0.01,0.08356425331379709,0.02677448283379141
10,2,leakyrelu,0.0,True,0.02,0.07192491412683226,0.013486266191233522
10,2,leakyrelu,0.0,True,0.03,0.065371754932816,0.016595968230507064
10,2,leakyrelu,0.1,True,0.01,0.08573314153006448,0.02484981973504828
10,2,leakyrelu,0.1,True,0.02,0.06862451639837279,0.014819873521670147
10,2,leakyrelu,0.1,True,0.03,0.07523157993558892,0.02277532317405805
10,2,gelu,0.0,True,0.01,0.07159847661804103,0.01655399314211167
10,2,gelu,0.0,True,0.02,0.05592419680607573,0.013708506812864913
10,2,gelu,0.0,True,0.03,0.06868842449776941,0.02024000092949969
10,2,gelu,0.1,True,0.01,0.07593446974854798,0.0213888313918621
10,2,gelu,0.1,True,0.02,0.06997741693687118,0.02139396809331776
10,2,gelu,0.1,True,0.03,0.07018462074598113,0.026095486274963543
10,3,relu,0.0,True,0.01,0.08060197608598241,0.021523041078257286
10,3,relu,0.0,True,0.02,0.08340853711675969,0.02488740942569256
10,3,relu,0.0,True,0.03,0.07805633116027025,0.0326786555361185
10,3,relu,0.1,True,0.01,0.07272360440426139,0.02101240216434053
10,3,relu,0.1,True,0.02,0.0720428749422271,0.01830619231670908
10,3,relu,0.1,True,0.03,0.07614131575148865,0.023570696453807674
10,3,tanh,0.0,True,0.01,0.0800007197485513,0.03306645901944842
10,3,tanh,0.0,True,0.02,0.07317369459885134,0.02019835251859245
10,3,tanh,0.0,True,0.03,0.06791612888670065,0.019955380453850414
10,3,tanh,0.1,True,0.01,0.08129926687881618,0.02510480714375864
10,3,tanh,0.1,True,0.02,0.07511399023382524,0.01419796440909501
10,3,tanh,0.1,True,0.03,0.07717876630337088,0.023116301218087158
10,3,swish,0.0,True,0.01,0.06849540520356197,0.01504354295570512
10,3,swish,0.0,True,0.02,0.06956057853569478,0.02582428374758288
10,3,swish,0.0,True,0.03,0.06281346094977143,0.027559154586849075
10,3,swish,0.1,True,0.01,0.07744079962299302,0.0286243125622314
10,3,swish,0.1,True,0.02,0.0652484655729805,0.025601779373319204
10,3,swish,0.1,True,0.03,0.0714046610129617,0.029605309230841224
10,3,leakyrelu,0.0,True,0.01,0.0728498550830877,0.012750266339494744
