loss_mode,diluent_encoding,hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,mean_rmse,std_rmse,optimizer,use_scheduler,rel_eps
absolute,onehot,36,4,mish,0.1,True,0.0448133315499808,0.0550899554247099,0.0147732141668884,adam,True,
absolute,onehot,35,3,relu,0.1,True,0.0385073002053546,0.0534844319450834,0.0130723889247548,adam,True,
absolute,onehot,36,4,mish,0.2,True,0.0337584681914747,0.0625072426241312,0.0201537841479071,adam,True,
absolute,onehot,16,4,mish,0.1,True,0.0460797558335306,0.0544166524586696,0.019198444525393,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0414600844391046,0.0529811539740796,0.0098098451361767,adam,True,
absolute,onehot,35,4,tanh,0.1,True,0.0368941562751212,0.0644258547206481,0.015289149579631,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.043788309095141,0.0593559673986338,0.0150549474247037,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0394836712683516,0.0539693388959674,0.0188000648780617,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0466640198168709,0.0565323238987674,0.0100735124471308,adam,True,
absolute,onehot,36,4,relu,0.1,True,0.0422266160683682,0.0524495941873745,0.0075422770515424,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0353058598154295,0.0594557429343659,0.0242505294753923,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0462024183465148,0.0539260062776471,0.0157356235631571,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0398828053320205,0.0535673385579702,0.0185065676886342,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0442869110265167,0.0508690885119959,0.0136212005402612,adam,True,
absolute,onehot,35,4,gelu,0.2,True,0.0310272771543287,0.0544347272234184,0.0064137888792677,adam,True,
absolute,onehot,36,4,leakyrelu,0.1,True,0.0377261148449682,0.0555630018989414,0.0100767339979499,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0465866099674333,0.0522179354259435,0.0051778669544071,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0411642273641869,0.0518017867487884,0.0087667299431428,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0429631467157319,0.0609254240459223,0.0195143397645737,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0499879488141492,0.0514334043844491,0.0127449744516213,adam,True,
absolute,onehot,35,4,relu,0.1,True,0.0334194377123538,0.0637639807584623,0.0126779327016287,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0367427530442122,0.0541255441385414,0.0134200202050235,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0467010758406549,0.0550977094488424,0.0131835249997477,adam,True,
absolute,onehot,36,3,gelu,0.1,True,0.0253993830888598,0.0557612069206813,0.0182883418627834,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0402798888469631,0.0615853864578138,0.0229052256500069,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0011357220459667,0.0719892587339866,0.0218371594664544,adam,True,
absolute,onehot,35,4,tanh,0.2,True,0.043862202240871,0.0775717420506578,0.0135650884844623,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0287488203387885,0.0554213901535379,0.0157781026743743,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0381048869110929,0.0543392601478938,0.0166408742541523,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0469943962930651,0.0500671880334533,0.0115521452102196,adam,True,
absolute,onehot,35,5,mish,0.1,True,0.0426580464244008,0.0541117524086515,0.0043760993965698,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0347233175403959,0.0608025827206426,0.0234776951799064,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0468264716747753,0.0563377791248814,0.0135493334237425,adam,True,
absolute,onehot,35,4,relu,0.1,True,0.0399891027170057,0.0657940308885701,0.0164603585414045,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0499964196330601,0.049065277852,0.0122771208635797,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0469981117762477,0.0519419524819157,0.0114573866558651,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0497531483499414,0.047702105763783,0.0105054848865826,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0489327476636825,0.0604390604980842,0.0172062313220297,adam,True,
absolute,onehot,36,4,mish,0.2,True,0.0496728379070773,0.0649937194498776,0.0106021877722848,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0431039092184795,0.0486147859992564,0.0126891121977968,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0437118048302109,0.0583357781681479,0.0125001619100834,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0434880074796813,0.0546636954723219,0.0091213174657859,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0415725966166569,0.0592891290818399,0.0185161965440944,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0442866643745074,0.0552673333368306,0.0122175697228106,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0053464596714097,0.06487525061645,0.0235141219981787,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.046571653822419,0.0619078829411424,0.0151847327250569,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0398792105476376,0.0570936459055123,0.0108346242865548,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0497513600085852,0.0589732308111372,0.0206670820247771,adam,True,
absolute,onehot,35,3,gelu,0.1,True,0.0435999978481236,0.059998939095739,0.0153072579322981,adam,True,
absolute,onehot,36,4,leakyrelu,0.1,True,0.0417367793326522,0.0513577946522366,0.0039248303351928,adam,True,
absolute,onehot,36,4,gelu,0.2,True,0.0462244499894597,0.0577561791739466,0.0084503862712354,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0389571986325723,0.0500172635901461,0.0115430345863349,adam,True,
absolute,onehot,36,4,relu,0.1,True,0.0498665749095407,0.0563994446372325,0.0094521264498492,adam,True,
absolute,onehot,35,5,gelu,0.1,True,0.044090377108573,0.0597915800874168,0.0085109213093854,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0358101944941609,0.0548423204115467,0.0096749471677207,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0410363054640595,0.0570150068270145,0.0157473916045054,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0090284882852798,0.0624413579210131,0.0221231499093668,adam,True,
absolute,onehot,19,4,gelu,0.1,True,0.0459277791480446,0.0500076874169377,0.011500069832965,adam,True,
absolute,onehot,35,4,tanh,0.1,True,0.0381150392656594,0.0624397959411581,0.014111557286982,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0499157336486555,0.0577614034879904,0.0138825848036399,adam,True,
absolute,onehot,36,4,relu,0.1,True,0.0411167163166624,0.0563150838606661,0.0111582298336626,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0450952464950028,0.061641806840653,0.0155350213135701,adam,True,
absolute,onehot,36,4,gelu,0.2,True,0.0120035862577071,0.0539705692495602,0.0209709841000689,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0325343271483655,0.0548417704852216,0.0167316514464194,adam,True,
absolute,onehot,34,4,mish,0.1,True,0.0383731628812592,0.0570960610881389,0.0168672170310369,adam,True,
absolute,onehot,36,4,swish,0.1,True,0.0431152791254274,0.0582980257107467,0.0196248875212331,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0470441169723025,0.0533400496092318,0.0075709798923934,adam,True,
absolute,onehot,30,4,leakyrelu,0.1,True,0.0361078250512628,0.0629422665228476,0.012125565440877,adam,True,
absolute,onehot,20,4,mish,0.1,True,0.0418831570994072,0.0521009005260165,0.0159435011027185,adam,True,
absolute,onehot,22,4,gelu,0.1,True,0.0458069362812718,0.0634591894377735,0.0224681150767392,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0387628615911006,0.0521208397912951,0.0132125579300475,adam,True,
absolute,onehot,35,3,swish,0.1,True,0.0431504333656069,0.0567437789102532,0.0150776576527221,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0403732314739473,0.054868117368161,0.0143738453547731,adam,True,
absolute,onehot,36,4,relu,0.1,True,0.0105769214814346,0.0694281662872236,0.0297193124810526,adam,True,
absolute,onehot,36,4,gelu,0.2,True,0.0451591107139541,0.0592095781998653,0.0108585724682241,adam,True,
absolute,onehot,28,5,mish,0.1,True,0.0497551497839102,0.0565731844121909,0.016935143431658,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0136925608141435,0.0591833610353315,0.0261744951829129,adam,True,
absolute,onehot,34,4,swish,0.1,True,0.0357825183602244,0.0570148850469881,0.0181048412923559,adam,True,
absolute,onehot,36,4,tanh,0.1,True,0.0431371962521986,0.0724369295270341,0.024860997473972,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0499405249362418,0.0531869553802705,0.0103789024226373,adam,True,
absolute,onehot,31,4,gelu,0.1,True,0.0464901623215787,0.0543128056724553,0.0131290059683279,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0387330353705037,0.0595960035228457,0.0222168439456035,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0418564442168834,0.0568875403917646,0.0204567207584309,adam,True,
absolute,onehot,36,4,swish,0.1,True,0.0464378224218347,0.0514461479855871,0.0096936078171874,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0343959789021404,0.0535875614641708,0.0175439012712254,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0380047356039075,0.0557870106467868,0.0177843632703899,adam,True,
absolute,onehot,29,4,gelu,0.1,True,0.0430589378551179,0.0525889392590026,0.0117333367873344,adam,True,
absolute,onehot,34,4,mish,0.2,True,0.0322611703411764,0.0625919263286729,0.0179603092949124,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0404654938902074,0.0500681708290355,0.0100790315664995,adam,True,
absolute,onehot,35,4,relu,0.1,True,0.0465789088365231,0.0557494881625183,0.0103540591723541,adam,True,
absolute,onehot,34,4,swish,0.1,True,0.0441777152474818,0.058713542803143,0.0080831666102344,adam,True,
absolute,onehot,36,3,gelu,0.1,True,0.0498637104692664,0.0524192436873353,0.0112504920632226,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0359843635293784,0.0565741264843565,0.0146867107959952,adam,True,
absolute,onehot,36,4,gelu,0.1,True,0.0403580812238126,0.0549536518473545,0.0124278780659441,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0467352053171761,0.0618348652435562,0.0110389476721638,adam,True,
absolute,onehot,36,4,swish,0.1,True,0.0435272952078757,0.0542621940505563,0.0162366461646838,adam,True,
absolute,onehot,36,4,leakyrelu,0.1,True,0.03899406522702,0.0526697245130755,0.0057120285878567,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0028585618195847,0.0637109213533072,0.0251211624173125,adam,True,
absolute,onehot,35,4,mish,0.2,True,0.0417089246345333,0.0624257128738984,0.0164180405519312,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0368605502694211,0.0474677233550111,0.0072550977439223,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0461222272527228,0.0535682891488395,0.0073272471049791,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.049883427050731,0.0597624410770297,0.0083151478627409,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0298646726022596,0.0536864500094256,0.0131483322299065,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0369323538580629,0.0563692981250319,0.0108631725378228,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0434454759743284,0.0583675733226169,0.0122421179241972,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0331445179653064,0.0535742541496062,0.0145492025711824,adam,True,
absolute,onehot,17,5,gelu,0.1,True,0.0466675508541301,0.053610675356632,0.0104814533307158,adam,True,
absolute,onehot,23,5,gelu,0.1,True,0.0401040073306222,0.0559187613551172,0.0112497523862287,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.043113757547768,0.0632999199257584,0.0125899175102911,adam,True,
absolute,onehot,36,5,gelu,0.1,True,0.0355851051745471,0.0498042020606938,0.0084983852663685,adam,True,
absolute,onehot,36,5,mish,0.2,True,0.0469087170945338,0.0727198854001427,0.0142441810030735,adam,True,
absolute,onehot,35,4,gelu,0.1,True,0.0499629044062302,0.0549410657542394,0.0119092148152397,adam,True,
absolute,onehot,43,3,mish,0.1,True,0.014593765972152,0.0654522341328819,0.0264449665793429,adam,True,
absolute,onehot,35,3,leakyrelu,0.1,True,0.0150049778043835,0.0619696221321612,0.0209399558556948,adam,True,
absolute,onehot,60,3,leakyrelu,0.0,True,0.0034359876405443,0.0759243654943191,0.0296307893090294,adam,True,
absolute,onehot,53,3,swish,0.2,True,0.0031538543346632,0.0675185215326165,0.019965814505013,adam,True,
absolute,onehot,38,5,gelu,0.2,True,0.0154478649467027,0.0614971214505882,0.0227127202641985,adam,True,
absolute,onehot,31,4,gelu,0.0,True,0.0017122429972348,0.0688439081241347,0.0167248517290405,adam,True,
absolute,onehot,33,3,swish,0.0,True,0.0039153250012812,0.0625802156184702,0.0144359362561048,adam,True,
absolute,onehot,37,5,mish,0.1,True,0.0025275614890233,0.0665383290866056,0.0266046430206049,adam,True,
absolute,onehot,61,5,gelu,0.0,True,0.0379390088683946,0.0576761642093993,0.0043044218306102,adam,True,
absolute,onehot,53,3,swish,0.1,True,0.0016260452863829,0.0693555157007844,0.0223372700069715,adam,True,
absolute,onehot,64,5,gelu,0.0,True,0.0401893388605958,0.0575393439724708,0.0087425441903418,adam,True,
absolute,onehot,64,5,gelu,0.0,True,0.0487204781438235,0.0687339474923547,0.0154302914513091,adam,True,
absolute,onehot,56,5,gelu,0.0,True,0.0375894367524583,0.0634324858387481,0.0127542853378707,adam,True,
absolute,onehot,64,5,gelu,0.0,True,0.0304237521862864,0.0727398272548304,0.0210728077641999,adam,True,
absolute,onehot,48,4,gelu,0.0,True,0.0079008680334578,0.0602354321858011,0.0199586600467656,adam,True,
absolute,onehot,58,5,gelu,0.0,True,0.0237936108814397,0.0550869227428887,0.0124415964097224,adam,True,
absolute,onehot,58,5,gelu,0.2,True,0.0212298640507788,0.053767517806032,0.0087139804913448,adam,True,
absolute,onehot,47,5,mish,0.2,True,0.0219692234406018,0.0577929627867052,0.0150379599658942,adam,True,
absolute,onehot,56,4,leakyrelu,0.2,True,0.0070735444328498,0.0676765014329785,0.0246597925268397,adam,True,
absolute,onehot,51,5,gelu,0.2,True,0.0102731827699619,0.0558051975339639,0.0178618808031594,adam,True,
absolute,onehot,42,5,gelu,0.2,True,0.0242757442154145,0.0559867960284486,0.0112951309476691,adam,True,
absolute,onehot,51,5,gelu,0.2,True,0.0102239480182725,0.05941142756891,0.0237218517766978,adam,True,
absolute,onehot,57,5,gelu,0.2,True,0.0106628414418954,0.0543985555945956,0.016237486565584,adam,True,
absolute,onehot,59,5,gelu,0.2,True,0.0209457874293256,0.0566837235148445,0.0175650297436253,adam,True,
absolute,onehot,57,5,gelu,0.2,True,0.0052092022912262,0.0603753122941398,0.0239470535426194,adam,True,
absolute,onehot,58,4,gelu,0.2,True,0.0105230576708473,0.0622182331948168,0.0211044739023573,adam,True,
absolute,onehot,53,5,swish,0.2,True,0.0180827585432976,0.0556701272550009,0.0222771278309397,adam,True,
absolute,onehot,61,5,mish,0.2,True,0.0295625428652738,0.0570428741370605,0.0153691069444389,adam,True,
absolute,onehot,50,5,leakyrelu,0.1,True,0.0127129056522087,0.0577677077428209,0.0207684517261741,adam,True,
absolute,onehot,44,4,mish,0.2,True,0.0058448543925031,0.058112537621869,0.0234755783159945,adam,True,
absolute,onehot,54,5,gelu,0.1,True,0.0010386968945436,0.0701403879847463,0.0283164248001794,adam,True,
absolute,onehot,55,5,swish,0.2,True,0.0183426357240531,0.055631267380458,0.0251187133713732,adam,True,
absolute,onehot,55,5,swish,0.2,True,0.0138715331963854,0.0541971596076718,0.0237505950150356,adam,True,
absolute,onehot,60,5,swish,0.2,True,0.0130023664608483,0.058452056444115,0.0245201916617427,adam,True,
absolute,onehot,62,5,swish,0.2,True,0.026451956700279,0.0572873698115588,0.0100099927726988,adam,True,
absolute,onehot,58,3,leakyrelu,0.2,True,0.0156841085753049,0.0653759015465708,0.0245152798601312,adam,True,
absolute,onehot,49,5,swish,0.2,True,0.0095876869996925,0.0637546338886352,0.0254822552535466,adam,True,
absolute,onehot,45,3,gelu,0.0,True,0.0136787795710789,0.0604436518099661,0.0209428222552358,adam,True,
absolute,onehot,40,5,leakyrelu,0.1,True,0.0183110870245702,0.0626947388328643,0.017607355937992,adam,True,
absolute,onehot,62,5,swish,0.0,True,0.0086330527376406,0.0579610131060363,0.0278071422966232,adam,True,
absolute,onehot,29,4,gelu,0.2,True,0.0060593241878308,0.0696630456796397,0.0232659042665088,adam,True,
absolute,onehot,55,5,swish,0.2,True,0.0171666870599082,0.0608632295541389,0.0152120878795972,adam,True,
absolute,onehot,55,5,swish,0.2,True,0.0224008641939941,0.0550205159964729,0.0124758483212575,adam,True,
absolute,onehot,52,5,swish,0.2,True,0.0297453192783288,0.0606547636716312,0.0127524141614217,adam,True,
absolute,onehot,58,3,swish,0.2,True,0.0225351935353141,0.0623312291233236,0.0254436473377297,adam,True,
absolute,onehot,56,5,swish,0.0,True,0.0339518519822949,0.0519388587082835,0.0041552781445434,adam,True,
absolute,onehot,54,5,swish,0.1,True,0.0491534173268811,0.05315990522511,0.007106647291393,adam,True,
absolute,onehot,53,5,swish,0.1,True,0.0493755942751615,0.0665943358354105,0.0192452658923747,adam,True,
absolute,onehot,56,5,swish,0.1,True,0.0400385438035149,0.0600728934718239,0.0138722300062777,adam,True,
absolute,onehot,61,3,swish,0.1,True,0.0367592916186782,0.0605886557814984,0.0254139458525879,adam,True,
absolute,onehot,47,5,mish,0.1,True,0.0320107136999334,0.0497938787307752,0.0124101881820024,adam,True,
absolute,onehot,47,5,mish,0.1,True,0.0332172911312289,0.0523255728908136,0.0121757537084313,adam,True,
absolute,onehot,46,5,mish,0.1,True,0.0335135709890041,0.0531647694701468,0.0118833692721637,adam,True,
absolute,onehot,46,5,mish,0.1,True,0.0435044197726741,0.0707224921368189,0.0190358469636864,adam,True,
absolute,onehot,43,5,mish,0.1,True,0.0347343388806789,0.0487788829161759,0.0095685786799436,adam,True,
absolute,onehot,41,5,mish,0.1,True,0.0334459109299125,0.0495705232596488,0.0043140453510794,adam,True,
absolute,onehot,36,5,mish,0.1,True,0.0331415766315796,0.0522861442268589,0.0090748637355059,adam,True,
absolute,onehot,37,5,mish,0.1,True,0.0279925681266362,0.0691231979288341,0.0328662146204039,adam,True,
absolute,onehot,34,4,mish,0.1,True,0.0334038299110286,0.0559434605592556,0.0145567719098713,adam,True,
absolute,onehot,41,5,mish,0.1,True,0.0436336223640847,0.0537896333526014,0.0116064090960361,adam,True,
absolute,onehot,43,5,mish,0.1,True,0.0341523218491912,0.0568096291283026,0.0209418535345444,adam,True,
absolute,onehot,39,5,mish,0.1,True,0.0451121634885873,0.0544645287841218,0.0110718265238212,adam,True,
absolute,onehot,36,5,mish,0.1,True,0.0256910500282651,0.0606216764768546,0.0248064197265296,adam,True,
absolute,onehot,42,5,mish,0.1,True,0.0376602126893756,0.0496801806278415,0.0076955340175836,adam,True,
absolute,onehot,42,5,mish,0.1,True,0.0325500735053897,0.0519982780995809,0.0110145383096558,adam,True,
absolute,onehot,43,5,mish,0.1,True,0.0386493816148791,0.0544937676399258,0.0116918835735671,adam,True,
absolute,onehot,32,5,mish,0.1,True,0.0299502550255203,0.053407096812925,0.0143709678342187,adam,True,
absolute,onehot,41,5,mish,0.0,True,0.0024531539310011,0.0679751350485396,0.0257691878779042,adam,True,
absolute,onehot,44,5,mish,0.1,True,0.026587643385021,0.0535498747238759,0.0186375039543925,adam,True,
absolute,onehot,37,4,mish,0.1,True,0.0363399003643826,0.0507065087366879,0.009599600691679,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0414959945090853,0.0485484101580638,0.0098281291255778,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0427937297368799,0.059941557053358,0.0199719947577752,adam,True,
absolute,onehot,38,4,mish,0.1,True,0.0378760098854939,0.0618021328277988,0.0221924815136282,adam,True,
absolute,onehot,41,4,mish,0.1,True,0.0359300441995467,0.0517223651241844,0.0095644772719596,adam,True,
absolute,onehot,40,4,mish,0.0,True,0.0363849777598886,0.0561981924108212,0.0200558486544031,adam,True,
absolute,onehot,38,4,mish,0.1,True,0.0204046522870311,0.0545876115585026,0.0205645624518408,adam,True,
absolute,onehot,42,4,mish,0.1,True,0.041199551759093,0.0531844047188763,0.0141083019543335,adam,True,
absolute,onehot,40,4,mish,0.0,True,0.0244924793176033,0.0558649268835602,0.0169301798459044,adam,True,
absolute,onehot,44,4,mish,0.1,True,0.0285721715764002,0.0617088815037313,0.0169694379251637,adam,True,
absolute,onehot,41,4,mish,0.1,True,0.0499074338755577,0.0450371045182861,0.0087884230680396,adam,True,
absolute,onehot,41,4,mish,0.1,True,0.0498604398704691,0.0572309042119294,0.0079361375890337,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0445982320120221,0.049890082779626,0.0157254839209664,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0463340486665888,0.0503305601047406,0.0105740109347924,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0463067919555284,0.0526878171445866,0.0086036930890287,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0403150582551836,0.0481643757816093,0.012782385448602,adam,True,
absolute,onehot,39,4,leakyrelu,0.1,True,0.0448860270604351,0.0575065444570484,0.0110908611250645,adam,True,
absolute,onehot,45,4,mish,0.1,True,0.0405924288950507,0.0556779460991181,0.0177317540168615,adam,True,
absolute,onehot,42,4,mish,0.1,True,0.0400132200872017,0.0579405943354761,0.0214692369502255,adam,True,
absolute,onehot,48,4,mish,0.1,True,0.0307135628297206,0.0572394495377486,0.019017682264576,adam,True,
absolute,onehot,38,4,mish,0.1,True,0.0458072838570505,0.0487537086894256,0.010456212754986,adam,True,
absolute,onehot,37,4,mish,0.1,True,0.0401365603624792,0.0529862606944959,0.0117865097353347,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0465232214291945,0.0503250429023036,0.0109921581399181,adam,True,
absolute,onehot,40,4,mish,0.1,True,0.0493315877819501,0.0488851222594873,0.0079630335502639,adam,True,
absolute,onehot,38,4,mish,0.1,True,0.0310968775862899,0.0635054705232433,0.0308098315158244,adam,True,
absolute,onehot,40,4,mish,0.1,True,0.0044265711852136,0.0643277410924229,0.0236587397561966,adam,True,
absolute,onehot,43,3,mish,0.1,True,0.0499832416460448,0.0577954132406466,0.0208419872482957,adam,True,
absolute,onehot,45,4,leakyrelu,0.1,True,0.0370561774326165,0.0535284583847644,0.0154753532545415,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0424438352626279,0.0477864206147665,0.012552607660246,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0277773169635017,0.0614200885379631,0.0268658158816455,adam,True,
absolute,onehot,42,4,mish,0.1,True,0.0412324241633835,0.0531251518355219,0.0141454522759101,adam,True,
absolute,onehot,36,3,mish,0.1,True,0.0348758268346007,0.0558904555896171,0.0179774313611085,adam,True,
absolute,onehot,38,4,mish,0.1,True,0.0437512868964831,0.0558597852166159,0.0129954762889347,adam,True,
absolute,onehot,34,4,mish,0.1,True,0.0435671413541594,0.0558855306254662,0.0199361258378444,adam,True,
absolute,onehot,40,4,mish,0.1,True,0.0381042741032786,0.0517695783697083,0.0076015352799374,adam,True,
absolute,onehot,41,4,mish,0.1,True,0.0309551393632688,0.054572901497827,0.0148337140797311,adam,True,
absolute,onehot,44,4,mish,0.1,True,0.0467647922503445,0.0555185655751524,0.0079443327236285,adam,True,
absolute,onehot,37,4,mish,0.1,True,0.0410657073380234,0.0467034548240317,0.0112486474456861,adam,True,
absolute,onehot,37,4,mish,0.1,True,0.0411934826544176,0.0486728775250064,0.0092758193046591,adam,True,
absolute,onehot,33,4,mish,0.1,True,0.0010137053724877,0.0689312723446052,0.0217770414297227,adam,True,
absolute,onehot,36,4,mish,0.1,True,0.0387698276521771,0.0511006296664403,0.010357077498614,adam,True,
absolute,onehot,37,4,leakyrelu,0.1,True,0.0499954020591195,0.0490697184683069,0.0113573687062986,adam,True,
absolute,onehot,37,4,leakyrelu,0.1,True,0.0423948000303091,0.0540086049185039,0.007797041530819,adam,True,
absolute,onehot,35,4,leakyrelu,0.1,True,0.0497008415728153,0.0575800495615459,0.0066810960125064,adam,True,
absolute,onehot,38,4,leakyrelu,0.1,True,0.0353282481377986,0.0600930586483801,0.0115714277819467,adam,True,
absolute,onehot,36,4,leakyrelu,0.1,True,0.0415650286231069,0.0559241696583659,0.0139933791483827,adam,True,
absolute,onehot,37,4,mish,0.1,True,0.0463311926090456,0.0544229497576562,0.0093322695940872,adam,True,
absolute,onehot,40,4,mish,0.1,True,0.0011938559194663,0.0707473349509126,0.0184676948557521,adam,True,
absolute,onehot,34,4,mish,0.1,True,0.0386364891130844,0.056205018402687,0.0209140219049299,adam,True,
absolute,onehot,42,4,leakyrelu,0.1,True,0.0499502231589635,0.0556998680657885,0.006983321213949,adam,True,
absolute,onehot,38,4,mish,0.1,True,0.0350459964422857,0.0507217894393716,0.0099869188784096,adam,True,
absolute,onehot,41,3,mish,0.1,True,0.0430327295915102,0.0576987047038544,0.0228324876837552,adam,True,
absolute,onehot,37,4,mish,0.1,True,0.0320656007443434,0.0588545271775557,0.02271430357726,adam,True,
absolute,onehot,43,4,mish,0.1,True,0.0390509519380309,0.051313961610239,0.0123123004148913,adam,True,
absolute,onehot,47,5,mish,0.1,True,0.0276933444462536,0.0524917897624269,0.0146039615020158,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0325731416860348,0.054848970241061,0.0172227204900655,adam,True,
absolute,onehot,40,5,mish,0.1,True,0.002457720032596,0.0659508013455048,0.0226387457781016,adam,True,
absolute,onehot,46,4,mish,0.1,True,0.0027980604201782,0.0675483017387676,0.0265794548545227,adam,True,
absolute,onehot,49,5,mish,0.1,True,0.0459129850139405,0.0636463254539358,0.0068440205476675,adam,True,
absolute,onehot,35,4,mish,0.1,True,0.0251465207404713,0.0619002986636476,0.0250649435438792,adam,True,
absolute,onehot,38,4,mish,0.1,True,0.0361610995206717,0.0503777098932005,0.0195396177013068,adam,True,
absolute,onehot,39,5,mish,0.1,True,0.041296299931714,0.0637025051470535,0.0057745977266835,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.045445975216956,0.055704725802594,0.0133946523464624,adam,True,
absolute,onehot,41,4,mish,0.1,True,0.0431126191621436,0.0514378264674692,0.0144081985752395,adam,True,
absolute,onehot,37,4,mish,0.1,True,0.046943523335452,0.0531091718336975,0.0108868537055518,adam,True,
absolute,onehot,40,4,mish,0.1,True,0.0375423862404956,0.0515597771797182,0.0119486638952008,adam,True,
absolute,onehot,43,4,mish,0.1,True,0.0401412008629925,0.0600071434602165,0.0184700180385852,adam,True,
absolute,onehot,38,4,gelu,0.0,True,0.0292006264058613,0.0608526045337349,0.0167611459530434,adam,True,
absolute,onehot,36,5,mish,0.1,True,0.0114983839300801,0.0562558730633953,0.0245325352850844,adam,True,
absolute,onehot,41,4,leakyrelu,0.1,True,0.0345382379666297,0.0510407719757557,0.0141190676017513,adam,True,
absolute,onehot,42,3,mish,0.1,True,0.0436814658352133,0.0532918134255924,0.0186442212977798,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0489625513620234,0.0493366014683421,0.0111086564393218,adam,True,
absolute,onehot,39,4,mish,0.1,True,0.0483863170027246,0.0552489881047214,0.0111261188734004,adam,True,
absolute,onehot,40,4,mish,0.1,True,0.0411891345417007,0.0488092208482454,0.0106770107531677,adam,True,
