loss_mode,diluent_encoding,hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,mean_rmse,std_rmse,optimizer,use_scheduler,rel_eps
absolute,onehot,37,4,mish,0.1,True,0.0066259408310968,0.0610187284751121,0.0257283057285244,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0436786501471743,0.0544984741715148,0.0161674444825604,adamw,True,
absolute,onehot,31,4,mish,0.1,True,0.0388527819744523,0.0569007426176289,0.0144510908587107,adamw,True,
absolute,onehot,38,4,leakyrelu,0.1,True,0.0336089572215096,0.0514673462565759,0.0170541933867559,adamw,True,
absolute,onehot,36,4,mish,0.2,True,0.0460631883267042,0.0586738383810701,0.0088095848159823,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0020381555484038,0.0655259429650337,0.0197052870931822,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.0411883672420737,0.0513323095574344,0.0134502785071609,adamw,True,
absolute,onehot,41,4,mish,0.1,True,0.0231586557352211,0.0526555444021334,0.0181403189411804,adamw,True,
absolute,onehot,37,3,mish,0.1,True,0.0370143110890334,0.0584508147923036,0.0271075337982465,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0498579890913988,0.0555226679895766,0.0055180936155048,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0437736803228089,0.0552284764981202,0.0155628840301245,adamw,True,
absolute,onehot,42,4,mish,0.1,True,0.034316683558122,0.0539247524647407,0.0135143847811176,adamw,True,
absolute,onehot,39,4,leakyrelu,0.1,True,0.039929309825495,0.0520513964769116,0.0066916138340576,adamw,True,
absolute,onehot,36,4,gelu,0.1,True,0.0461612425140949,0.0496260828710807,0.0025817349959925,adamw,True,
absolute,onehot,36,5,gelu,0.1,True,0.046249540494551,0.0536521284614965,0.014047045751018,adamw,True,
absolute,onehot,37,4,gelu,0.1,True,0.0476755327291553,0.053762820458593,0.0122759712552451,adamw,True,
absolute,onehot,41,4,gelu,0.1,True,0.0308059223861248,0.0583227880338229,0.0194010001770366,adamw,True,
absolute,onehot,33,4,gelu,0.1,True,0.0405963376680977,0.0535800206827605,0.0123808400992797,adamw,True,
absolute,onehot,43,4,gelu,0.1,True,0.0499807497745006,0.0522307990449959,0.0063140769022719,adamw,True,
absolute,onehot,36,5,gelu,0.1,True,0.0366708255188003,0.0569645914887053,0.0154609986227748,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0432020852441937,0.0456524407855518,0.0093193503715789,adamw,True,
absolute,onehot,34,4,swish,0.0,True,0.0381502915300065,0.0617031727108737,0.0177004721220058,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0427955160668748,0.0479182224047824,0.008403823786205,adamw,True,
absolute,onehot,34,4,swish,0.1,True,0.0432124672971151,0.0544167608514536,0.0126872251269212,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0434082542587745,0.0622675679842585,0.0227137979669618,adamw,True,
absolute,onehot,34,4,swish,0.1,True,0.0465970590036199,0.0568811656684376,0.0151059450538331,adamw,True,
absolute,onehot,35,4,swish,0.2,True,0.0407158237333726,0.0601458899378332,0.0127327942468304,adamw,True,
absolute,onehot,33,4,swish,0.1,True,0.0431062436757321,0.0549756024776625,0.0186951212793434,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0469339913280204,0.0549105668676233,0.0102618959756975,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0391855389506987,0.0537317869058639,0.0168189179527061,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0142282902467864,0.0599744742410376,0.0241379005604271,adamw,True,
absolute,onehot,34,4,swish,0.1,True,0.0343011854102768,0.060768271819825,0.0206882107234408,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0422765491311424,0.0479096916763372,0.0053559319927835,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0360255923171502,0.0494677488569118,0.0158136867230784,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0370833042450582,0.0593418085038724,0.0231602411415789,adamw,True,
absolute,onehot,34,4,swish,0.1,True,0.0397587035161002,0.0538066669756832,0.0075091428092528,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0413745381104146,0.0570285241041108,0.0159415101196343,adamw,True,
absolute,onehot,32,4,swish,0.1,True,0.0359228489927806,0.0558645891077778,0.0208949430646096,adamw,True,
absolute,onehot,33,4,swish,0.1,True,0.0432318868435198,0.0528341442037958,0.0099548805507267,adamw,True,
absolute,onehot,34,4,swish,0.1,True,0.0382939824473184,0.0522755138055558,0.0158016165693238,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0421577527137668,0.0485328148615862,0.0112644114793818,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0499470448068962,0.0585034036340973,0.0088336276887556,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0421154070527875,0.0544995963588424,0.0153662775147059,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.044585828051937,0.0599317551547725,0.019662545263321,adamw,True,
absolute,onehot,35,3,swish,0.1,True,0.0411976879016777,0.0588867994301975,0.0198518615317473,adamw,True,
absolute,onehot,38,4,swish,0.0,True,0.0081988731904289,0.0584427298662145,0.02074313504243,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0044226853061657,0.0655362716674626,0.0276731306505248,adamw,True,
absolute,onehot,37,4,leakyrelu,0.1,True,0.0459422403298883,0.0549287491271127,0.0070710790391595,adamw,True,
absolute,onehot,38,4,swish,0.1,True,0.044095184537068,0.0515357889939041,0.0148799076032884,adamw,True,
absolute,onehot,39,4,swish,0.2,True,0.0395521382571638,0.060602471890754,0.0178280749985275,adamw,True,
absolute,onehot,34,4,leakyrelu,0.1,True,0.046685639070954,0.0537978427889434,0.0091179241468684,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0412728150501844,0.046689221893762,0.007607888193411,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.038351188439119,0.0541087772429479,0.0154623060685242,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0406346739681696,0.0495162817491126,0.0161237423856591,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0332318035898735,0.0597084749647826,0.0285840366030532,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.036697995282737,0.0502076209812488,0.0150819617723097,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0421691003361226,0.0557474747839281,0.019928262788447,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0403137035879873,0.0501166792691064,0.0074710656882178,adamw,True,
absolute,onehot,59,4,swish,0.1,True,0.0436519418739885,0.053313538137203,0.0127436223721475,adamw,True,
absolute,onehot,38,4,leakyrelu,0.1,True,0.0371369263461323,0.0544735188851461,0.0043896266781017,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0438782606767999,0.056184569481862,0.0119250850564406,adamw,True,
absolute,onehot,33,4,leakyrelu,0.1,True,0.0347059483744767,0.0510408569756554,0.0113968003138845,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.039337859797816,0.0569214059215512,0.0172451191025176,adamw,True,
absolute,onehot,38,3,swish,0.1,True,0.0468014657427673,0.0548952375229076,0.0177914498003825,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0412832252351715,0.055807332171407,0.0168538379375772,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.0378985353364479,0.0508101737919669,0.0086263205075497,adamw,True,
absolute,onehot,39,4,leakyrelu,0.1,True,0.0440981887818247,0.056120883019326,0.0060935744460548,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0324168010295997,0.0488812044329103,0.0123681232086335,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0341666053992587,0.0453350429432625,0.0078750017214432,adamw,True,
absolute,onehot,36,4,swish,0.0,True,0.0325114633617182,0.0578958965375302,0.0274001113586213,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0344331392478392,0.0509953528560378,0.0167133919870936,adamw,True,
absolute,onehot,35,4,mish,0.0,True,0.0497372090873291,0.0548340476790014,0.0161566750331279,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0463662605600935,0.0437238865561411,0.0045612778693187,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0446738524353756,0.053410862569832,0.0130467617985323,adamw,True,
absolute,onehot,34,4,mish,0.0,True,0.0463778240240987,0.0682762257338534,0.02140902059256,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.0467346032428132,0.055489243501679,0.0151534067011707,adamw,True,
absolute,onehot,37,4,mish,0.2,True,0.0423599898746826,0.0564070559492296,0.0111937471521985,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0478767842841153,0.0554132283442804,0.0125612994894756,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.0498651651947417,0.0514649171104469,0.0076748305125025,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0419313475377342,0.0589185495880317,0.01495632539983,adamw,True,
absolute,onehot,35,4,mish,0.0,True,0.043522211990207,0.0595450553420401,0.0236756060710641,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.0404856733810541,0.0536795268198096,0.0169509282313665,adamw,True,
absolute,onehot,38,4,swish,0.0,True,0.0462429789081007,0.0599912273257566,0.018334735614042,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0362358067160093,0.0583758575868578,0.0211717202395961,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.040563581145053,0.0635122569158535,0.0220510167033033,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.049934585982651,0.0530907188621309,0.0126132012904245,adamw,True,
absolute,onehot,35,4,mish,0.0,True,0.0440351724946813,0.0519160610910654,0.0134372729970755,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0318080493739899,0.0599131871627518,0.0267127253542558,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0388008325413391,0.0562229269439765,0.0128004918124285,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0456464597091734,0.0533551658370462,0.0176549802405581,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0412209894406796,0.0486950921927333,0.0122966807074348,adamw,True,
absolute,onehot,32,3,mish,0.1,True,0.0347949810126767,0.0565489124827027,0.0201250781931974,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0365638823149235,0.0533892308241627,0.0144539065750157,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0297194712848824,0.0577914647505086,0.020673399690327,adamw,True,
absolute,onehot,28,4,mish,0.1,True,0.0026671944735157,0.0734301092590435,0.0338733687908279,adamw,True,
absolute,onehot,38,4,mish,0.2,True,0.0404340826236742,0.0529672854756597,0.0095365139564075,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0380820172763392,0.0541479835247478,0.0107023059408344,adamw,True,
absolute,onehot,34,4,mish,0.0,True,0.0419031813132271,0.0511397290200548,0.0147087042364979,adamw,True,
absolute,onehot,40,4,swish,0.1,True,0.0343649077240794,0.0519708047708818,0.0145159048812711,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.041361282073018,0.0528711418179755,0.0119478374467902,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0382902017610082,0.058044912054608,0.0230569157687306,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0445386252531497,0.053408201957977,0.0101569133283097,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.0359136956740251,0.0504525583673272,0.0117872019981241,adamw,True,
absolute,onehot,38,4,swish,0.1,True,0.0423279313948975,0.0536317247953725,0.0138905633812968,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0333179766131606,0.054449436884129,0.0145756828517747,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0391128065168212,0.0579390670342985,0.0093599966491931,adamw,True,
absolute,onehot,51,4,mish,0.1,True,0.0443221523924985,0.0538791174697051,0.0161445348899026,adamw,True,
absolute,onehot,39,4,swish,0.0,True,0.0403191692196966,0.0599313771683987,0.0240956280532735,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0466012586491067,0.0568141328167243,0.0191329077528651,adamw,True,
absolute,onehot,34,4,mish,0.1,True,0.0364423875821347,0.0556376352704938,0.0175031813877521,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0422883307052568,0.0515662215914123,0.0111128481079008,adamw,True,
absolute,onehot,39,4,swish,0.1,True,0.0318554003240183,0.0502101800118995,0.0125311128663697,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.03874064615162,0.0513296075132253,0.0079615914688121,adamw,True,
absolute,onehot,38,3,mish,0.1,True,0.0458602683745468,0.0587220378778249,0.0174619371857788,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0421465292987671,0.0532503183088064,0.0099644532937471,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0264300052509601,0.0515821212501767,0.0137635910856579,adamw,True,
absolute,onehot,41,4,swish,0.0,True,0.0351661469012162,0.0521185529290764,0.025111822921354,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0465248728542332,0.0539755878843972,0.0104461747793841,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0382618444829952,0.0509187918992797,0.0145915569829621,adamw,True,
absolute,onehot,40,4,mish,0.2,True,0.0036945321969137,0.0552035548276398,0.0179227291103611,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0442174970528324,0.054789915239951,0.0168731463238302,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.0411994343648548,0.0511198892314075,0.014677627965492,adamw,True,
absolute,onehot,44,4,mish,0.1,True,0.010751141123997,0.0533760461733631,0.0171209578363739,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0498234970767536,0.0543771735496553,0.0067004272992519,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0366146409435634,0.0555079002095864,0.0082018742348497,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0438451370924868,0.0527479837927093,0.0144093582017709,adamw,True,
absolute,onehot,33,4,mish,0.1,True,0.0393678589977535,0.0497742773451207,0.0157910418115425,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0336965556837343,0.0586697148325334,0.0181671575001983,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.028362079913685,0.0585382334839532,0.0221143927844133,adamw,True,
absolute,onehot,38,4,swish,0.1,True,0.0466355248656207,0.0525267043728042,0.0104468626055024,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0414183236608053,0.0464601066928813,0.0065878083912976,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0189507498067454,0.0559785778961949,0.0235702785239568,adamw,True,
absolute,onehot,40,3,mish,0.1,True,0.0371542903431343,0.0544866979000068,0.0175073205134431,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0318298218832361,0.0500406203758976,0.0143117801962482,adamw,True,
absolute,onehot,41,4,swish,0.0,True,0.0399542605355198,0.0578072065169236,0.0087623221764763,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0353048260550525,0.0603951287419059,0.0154924227888896,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0397209976558598,0.0464870146443921,0.0058315180123117,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0380330611668114,0.0500490547701088,0.0126279195005186,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0338626135738106,0.058775436360659,0.0208885786918333,adamw,True,
absolute,onehot,34,4,swish,0.1,True,0.0305111324666463,0.0618581862499738,0.0220044875548347,adamw,True,
absolute,onehot,38,4,mish,0.2,True,0.0406025769059488,0.0577258892482365,0.0174667025740106,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0376852039692699,0.0540145903570318,0.0175946523966836,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0415758818566801,0.0459658907175505,0.0057592124942642,adamw,True,
absolute,onehot,38,4,swish,0.1,True,0.0420385717810325,0.0527430873332693,0.0137001337467265,adamw,True,
absolute,onehot,39,4,mish,0.0,True,0.041916464795434,0.0484570311836229,0.0068397685978025,adamw,True,
absolute,onehot,39,4,mish,0.0,True,0.0015288848036755,0.068624660411286,0.0189744160250289,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0425514490624138,0.0571693434106755,0.0158625577933344,adamw,True,
absolute,onehot,39,4,mish,0.0,True,0.0398389831837476,0.0575025236082408,0.0113614729550366,adamw,True,
absolute,onehot,37,4,swish,0.0,True,0.0431771147748026,0.0563031296917906,0.0180700298270798,adamw,True,
absolute,onehot,44,4,mish,0.0,True,0.0396485375159243,0.0606007845774672,0.0150580371815269,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0130348023494782,0.0603541816627928,0.0307632753872792,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0359085509317581,0.0508678775145439,0.0245488741911558,adamw,True,
absolute,onehot,35,4,mish,0.0,True,0.0011390559837024,0.0618935310746865,0.0164359423684404,adamw,True,
absolute,onehot,38,4,swish,0.0,True,0.0436372573808231,0.0551221333572923,0.0133082926629153,adamw,True,
absolute,onehot,39,4,mish,0.0,True,0.040461436997669,0.0509352349989446,0.0104942180086456,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.0369509188795583,0.0551531636805842,0.0184249245553438,adamw,True,
absolute,onehot,36,3,mish,0.1,True,0.044228573232444,0.0549553633514494,0.0138821612883275,adamw,True,
absolute,onehot,38,4,swish,0.1,True,0.039633925687515,0.061934114634305,0.0218977602292695,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0437850247607332,0.0426471310141757,0.004278167940058,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0436839316918889,0.0538785660295984,0.0114644828848974,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.0468092139154485,0.0558825428509611,0.014877353406388,adamw,True,
absolute,onehot,33,4,mish,0.0,True,0.0466239355463601,0.057280955231556,0.0149795302899844,adamw,True,
absolute,onehot,37,4,swish,0.0,True,0.0418215853649974,0.0551847385307969,0.0097767479401474,adamw,True,
absolute,onehot,34,4,mish,0.0,True,0.0438033313849505,0.0541124295643034,0.01501432537127,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.04151494180959,0.053288202744169,0.0129586730541646,adamw,True,
absolute,onehot,37,4,mish,0.0,True,0.0474424090195787,0.0560983326302708,0.0150292972541885,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0387478489396878,0.0563777256265472,0.0164274587274067,adamw,True,
absolute,onehot,37,4,swish,0.0,True,0.0443482984627219,0.0530064861023129,0.0134596606982789,adamw,True,
absolute,onehot,35,4,mish,0.0,True,0.041299749718663,0.0606256104926882,0.0144352749597091,adamw,True,
absolute,onehot,36,4,mish,0.2,True,0.0382425023759209,0.0561728588991121,0.0162650494859187,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0471287958694457,0.0641776820923837,0.0176467910681063,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0425745806045101,0.0602104057081697,0.0284639875751522,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0367678179908169,0.0555558495577781,0.0193713045386653,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0497101331597606,0.0514513117774632,0.0077940572944611,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0446758289883468,0.0538182563467607,0.0087421422681223,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.006479633323679,0.0678174788741673,0.0264162035661035,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0392744970237062,0.0545697758259178,0.0156030307052872,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0410144429713204,0.0537494542757833,0.0137309916461638,adamw,True,
absolute,onehot,37,4,gelu,0.1,True,0.0450975467032088,0.0542442289314471,0.0127623489908004,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0356791695302043,0.0520743286371344,0.0218511405555253,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0091609404689357,0.0638090327630611,0.0221687668208002,adamw,True,
absolute,onehot,39,4,swish,0.1,True,0.04210328998742,0.0581969491693931,0.0166917313991447,adamw,True,
absolute,onehot,34,4,mish,0.0,True,0.0465066179677696,0.0601474446381397,0.0206893499526884,adamw,True,
absolute,onehot,53,4,mish,0.1,True,0.0403352247679432,0.0532128805925249,0.008798349438838,adamw,True,
absolute,onehot,38,3,mish,0.1,True,0.0372954794701126,0.060995365237774,0.0257153333346995,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0441455590703845,0.0487098757816199,0.0112251082057647,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0380009057211336,0.055368609582171,0.0190990825472684,adamw,True,
absolute,onehot,50,4,swish,0.2,True,0.0429924118321416,0.0550063556284328,0.0141457904424291,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0344689888091076,0.0543946318811675,0.0142837194276191,adamw,True,
absolute,onehot,36,4,swish,0.0,True,0.0397932854371712,0.0607595254622715,0.0234170459668273,adamw,True,
absolute,onehot,34,4,swish,0.1,True,0.0448735184204934,0.0534803818739853,0.0068074656586706,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0497131646774805,0.0607570620763487,0.0183406072871989,adamw,True,
absolute,onehot,57,4,swish,0.1,True,0.0420997875540725,0.0543429025459787,0.0085390235811794,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0362121464738672,0.0595832908207984,0.019040865089974,adamw,True,
absolute,onehot,36,4,swish,0.0,True,0.0388426844770188,0.059314884914172,0.0159747946965336,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0454277802309603,0.0545422937953418,0.0121872091409386,adamw,True,
absolute,onehot,37,4,swish,0.1,True,0.0417499493537078,0.0492189248084636,0.0132924718998738,adamw,True,
absolute,onehot,36,4,swish,0.1,True,0.0498963409602613,0.0577592200857298,0.0168647891439457,adamw,True,
absolute,onehot,34,4,gelu,0.1,True,0.0020159782992123,0.0662147900905564,0.0255876249296274,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.0050609174704542,0.0627222965591865,0.026589475630726,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0346947636243258,0.0540636137838888,0.0117777906172741,adamw,True,
absolute,onehot,38,4,swish,0.1,True,0.0389278066093301,0.0592302079697442,0.0225596477437418,adamw,True,
absolute,onehot,33,4,mish,0.1,True,0.0454164171264223,0.0500356777210982,0.0119397594662961,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0425434739357181,0.055552492778469,0.0112012010066632,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0375328641840155,0.0519930755635562,0.0128997380638893,adamw,True,
absolute,onehot,35,4,mish,0.0,True,0.0468143941633676,0.0611148108433117,0.0168311913692024,adamw,True,
absolute,onehot,39,3,swish,0.1,True,0.0409933444332531,0.0562600644212278,0.0184078431888197,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0428146686299757,0.0578788445982374,0.0210397266411104,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0075623602806926,0.0696955587462344,0.0336236280504529,adamw,True,
absolute,onehot,37,4,mish,0.2,True,0.0354464489450954,0.0530295755385099,0.0140433803489196,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0394084510842001,0.0553890149134327,0.0191605170141612,adamw,True,
absolute,onehot,39,4,mish,0.0,True,0.0440190716459994,0.0537012685974194,0.0100935241085848,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0471654369482541,0.052117025612727,0.0093548195793807,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0378619695919185,0.0581070255622015,0.0237415891917387,adamw,True,
absolute,onehot,35,4,swish,0.1,True,0.0403255495280663,0.0564693924935621,0.0168208658085421,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0342341207898058,0.0523625946073349,0.0118344484560014,adamw,True,
absolute,onehot,40,4,mish,0.0,True,0.0448851338338386,0.0558435109056048,0.0126870804588596,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0498356805807083,0.0539853956310317,0.0123610062285961,adamw,True,
absolute,onehot,39,4,swish,0.1,True,0.0422387306293868,0.0572334412487124,0.0127711943341898,adamw,True,
absolute,onehot,34,4,mish,0.1,True,0.0369380915181097,0.0495518858615965,0.0121183019358682,adamw,True,
absolute,onehot,36,4,mish,0.1,True,0.0458261773810274,0.0587444603793242,0.0140796955863439,adamw,True,
absolute,onehot,38,4,swish,0.0,True,0.0167533382939072,0.060439996147975,0.0280705529447359,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0400156242215415,0.0563645918675064,0.0148146893008523,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0426663981226722,0.0600685180229717,0.0219281295592928,adamw,True,
absolute,onehot,37,4,gelu,0.1,True,0.0328019305779643,0.0504522147970691,0.0168917533444079,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.0372041215868137,0.0539856891740228,0.012591686422672,adamw,True,
absolute,onehot,36,4,swish,0.0,True,0.0469796133256755,0.0543522833890312,0.0172568499089176,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0407947202236163,0.0527745748360162,0.0106195745942171,adamw,True,
absolute,onehot,40,3,mish,0.1,True,0.0023217213198705,0.0715890934445551,0.0241378332009052,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0451248478522185,0.0468550943249299,0.0069653741592946,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0498652359894758,0.0562403086633286,0.0047850701135506,adamw,True,
absolute,onehot,39,4,mish,0.2,True,0.039053900598057,0.0535679577924547,0.012842728016232,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.003025651053147,0.0622937325259791,0.0204973981245072,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0442221347946151,0.0540920121501687,0.015932726146298,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0352146432702222,0.0571999453252019,0.0173634234931146,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.046814811818656,0.0524995140981622,0.0089625948575732,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0414200836774068,0.0538809255965837,0.0177665356114349,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0381507184834514,0.0543512856352109,0.0153390911739508,adamw,True,
absolute,onehot,38,4,mish,0.0,True,0.0435095978275777,0.0578519617569141,0.0158599433267506,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0334911205429951,0.0517068665750208,0.0100008505284737,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.040405339988043,0.0539738952715416,0.0111324856189231,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0470155252488785,0.0549332005156914,0.0078337836021253,adamw,True,
absolute,onehot,31,4,mish,0.1,True,0.0357947610611237,0.056267652645082,0.017218749703424,adamw,True,
absolute,onehot,36,4,mish,0.0,True,0.0430437441046322,0.064374267202039,0.0176913704878291,adamw,True,
absolute,onehot,38,4,mish,0.1,True,0.0387229581270597,0.0492971692591748,0.0104528803326833,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0457924501462173,0.0618543325556972,0.0180155141819912,adamw,True,
absolute,onehot,35,4,mish,0.1,True,0.0410935207936274,0.0509344842903223,0.0105653682097295,adamw,True,
absolute,onehot,40,4,mish,0.1,True,0.0368048488596411,0.0515505465124877,0.0171927567876361,adamw,True,
absolute,onehot,34,4,mish,0.0,True,0.0473546776218009,0.0550380969526395,0.0123703230658145,adamw,True,
absolute,onehot,39,4,mish,0.1,True,0.0313612390141628,0.0523732370555614,0.015919832401389,adamw,True,
absolute,onehot,36,3,mish,0.1,True,0.049763091443142,0.0553028784649096,0.0205969187807034,adamw,True,
absolute,onehot,37,4,mish,0.1,True,0.0434362839689329,0.0565757965482542,0.0150798751807784,adamw,True,
absolute,onehot,54,4,mish,0.1,True,0.040146432759234,0.05536575468142,0.009541704071875,adamw,True,
