loss_mode,hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,mean_rmse,std_rmse,optimizer,use_scheduler,rel_eps,diluent_encoding
absolute,31,4,mish,0.2,True,0.0430508113294112,0.05759607921890765,0.014167011329145753,adam,True,,onehot
absolute,32,4,mish,0.2,True,0.03135877792151858,0.060875583375435124,0.01644063027831425,adam,True,,onehot
absolute,29,4,mish,0.2,True,0.03988037266064602,0.0578864774021847,0.010413531645502787,adam,True,,onehot
absolute,33,4,gelu,0.2,True,0.04627441413845735,0.05884237456147925,0.010320314346675949,adam,True,,onehot
absolute,30,4,mish,0.2,True,0.0264083594817592,0.05721773545461624,0.02620656220579284,adam,True,,onehot
absolute,28,5,relu,0.2,True,0.04086416532992203,0.0672116056160896,0.013329402738215087,adam,True,,onehot
absolute,31,4,leakyrelu,0.2,True,0.032283641786234205,0.06502968897950631,0.012494408883137412,adam,True,,onehot
absolute,30,4,mish,0.2,True,0.029968059464132682,0.06252586935659549,0.02445983563978028,adam,True,,onehot
absolute,32,4,swish,0.2,True,0.0131771659415675,0.06381001127297489,0.022745307017328298,adam,True,,onehot
absolute,33,4,mish,0.2,True,0.03570496482656438,0.05264040806627486,0.013190065012063669,adam,True,,onehot
absolute,33,4,mish,0.2,True,0.03997368796237912,0.054779495057648564,0.009962305669826284,adam,True,,onehot
absolute,33,4,mish,0.2,True,0.033040555041827145,0.05394569071892584,0.014145934791501412,adam,True,,onehot
absolute,35,4,mish,0.2,True,0.03453438079218138,0.055878017165757764,0.009993997025143472,adam,True,,onehot
absolute,36,4,mish,0.2,True,0.044878083081007686,0.05565987108595264,0.009177059560177359,adam,True,,onehot
absolute,33,4,mish,0.0,True,0.02868138804370832,0.054904484571387885,0.02815593480703692,adam,True,,onehot
absolute,27,4,mish,0.2,True,0.02049899127593539,0.062043129983259476,0.025828180669503698,adam,True,,onehot
absolute,31,4,swish,0.2,True,0.02447353285092369,0.05510440212375611,0.015994860012467874,adam,True,,onehot
absolute,35,4,tanh,0.2,True,0.03282409891752234,0.06925401570300177,0.010386446472179641,adam,True,,onehot
absolute,34,5,mish,0.0,True,0.04610786292421788,0.062318210268314765,0.011586175405572177,adam,True,,onehot
absolute,33,4,mish,0.2,True,0.03745224092369173,0.06011788750559999,0.014172976629660682,adam,True,,onehot
absolute,33,4,mish,0.2,True,0.04108388120808338,0.057743571267980076,0.012292870568230965,adam,True,,onehot
absolute,33,4,mish,0.2,True,0.03641308129374224,0.06054152171352959,0.008757299759031131,adam,True,,onehot
absolute,34,4,mish,0.2,True,0.049291586140363816,0.05981411912757654,0.01053651895673482,adam,True,,onehot
absolute,35,4,mish,0.2,True,0.0312878959183349,0.05303990936567747,0.009525336831906327,adam,True,,onehot
absolute,35,3,mish,0.2,True,0.03156141452914643,0.05427561258258395,0.016313235511079563,adam,True,,onehot
absolute,35,3,mish,0.2,True,0.03215002266793129,0.05995237683271115,0.02090994138693544,adam,True,,onehot
absolute,36,3,mish,0.2,True,0.0033477858396709546,0.06468614678467405,0.01893251957421606,adam,True,,onehot
absolute,35,3,mish,0.2,True,0.026347681344048943,0.056060732343926216,0.024029682369888623,adam,True,,onehot
absolute,36,3,mish,0.2,True,0.03485108249113916,0.056827780769834337,0.01421858013771246,adam,True,,onehot
absolute,34,3,mish,0.2,True,0.02929680307819371,0.05942690140691041,0.026086154685670517,adam,True,,onehot
absolute,34,4,gelu,0.2,True,0.04335851778650917,0.059498885100821235,0.01498183043181307,adam,True,,onehot
absolute,35,4,mish,0.2,True,0.02272872411921313,0.054230467172599287,0.021205747685907016,adam,True,,onehot
absolute,35,4,mish,0.2,True,0.037032054602183236,0.0545955983034454,0.012504796329974005,adam,True,,onehot
absolute,36,4,mish,0.2,True,0.02345336186486244,0.057074887006217226,0.016103355628767572,adam,True,,onehot
absolute,35,4,mish,0.2,True,0.03292327124139005,0.052277697830095726,0.011194889858125444,adam,True,,onehot
absolute,35,4,mish,0.2,True,0.030994376957311394,0.05827214390741744,0.02497880782684711,adam,True,,onehot
absolute,36,3,leakyrelu,0.2,True,0.027156433775303367,0.06599057635994061,0.022405420327370758,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.03478416918597177,0.04705575015257172,0.012037634033331369,adam,True,,onehot
absolute,34,4,mish,0.1,True,0.034061105608056925,0.05360383459066912,0.01717519929489003,adam,True,,onehot
absolute,34,4,mish,0.1,True,0.034676507924127284,0.05297167259081122,0.020061261042475246,adam,True,,onehot
absolute,34,4,mish,0.1,True,0.039143312075987854,0.060620735660095314,0.021457808307618214,adam,True,,onehot
absolute,34,4,relu,0.1,True,0.03548187568116653,0.05531453731114564,0.008999116216702966,adam,True,,onehot
absolute,33,4,mish,0.1,True,0.033432878116621795,0.05589578773757077,0.01645585026783421,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.03909071459077523,0.05249019872399052,0.007736150348425855,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.028708329832495338,0.05550027470630066,0.02495042930871867,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04653164772895781,0.05008630439889376,0.009180667189097085,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.045784640102150616,0.05099670868025572,0.008126572677286305,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.046636662214589994,0.04833083366778913,0.009023478270709623,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04678799586242268,0.05162475855149065,0.009037167803890635,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04625749155258623,0.04860244001563073,0.009482157827975077,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04700509296694472,0.05634770579527524,0.009224333535122227,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.04930213564412339,0.05195261879791435,0.009815058181282657,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.04586089511301687,0.05082235463463937,0.006244953222592998,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.048957777247414284,0.060504515845873186,0.01793803169567495,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.04590379190942394,0.04988360209752565,0.010813540179651979,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.04566881383384983,0.056245351926151065,0.0105283794770609,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.04460583806643734,0.05067686267187406,0.008718242844706464,adam,True,,onehot
absolute,36,5,mish,0.1,True,0.04973251476640684,0.05877753538811621,0.007242529772966947,adam,True,,onehot
absolute,36,4,tanh,0.1,True,0.04403368033538403,0.06585689606299079,0.0056565124524770435,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04622968496297385,0.05206853618470562,0.008004185654607587,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04612160758109359,0.05275146368333604,0.01267871641196236,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.049887163764743066,0.0558799643802063,0.007845805226954496,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04262843075316637,0.05024974569003236,0.01664625989862606,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.04244920476377412,0.05466393731972212,0.02029655315389455,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.0440442623300158,0.05199301914439945,0.008990914829119963,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04595816703180098,0.05877581011674118,0.02730696923317553,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04216590657255979,0.05854885227786631,0.023963643753853136,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04502569263981527,0.052612735269255965,0.01504840738604979,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.049985957528732174,0.06621873843459049,0.022095753264653312,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.03920534323845668,0.05039433951064224,0.01057461263345467,adam,True,,onehot
absolute,35,4,relu,0.1,True,0.03920987303978138,0.07017073903682333,0.0214882824068202,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.043378720168694686,0.05665289545307047,0.01230916799996974,adam,True,,onehot
absolute,36,4,leakyrelu,0.1,True,0.040877671991663735,0.06260155873412654,0.01536131689701194,adam,True,,onehot
absolute,25,4,mish,0.1,True,0.04629383553853559,0.05586259561833841,0.021886582214905657,adam,True,,onehot
absolute,35,4,mish,0.1,True,0.0382775237180252,0.05513081453245007,0.021897808030785944,adam,True,,onehot
absolute,36,4,mish,0.1,True,0.006234411489473878,0.06678487299801053,0.022281266908452682,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04318724824630383,0.04792303310120434,0.0057402674311031795,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.04172548328672489,0.05265543148440162,0.014372505927747229,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.043650791801163866,0.05084279339965638,0.007944894198095994,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04378337647038075,0.051127093271599776,0.011591282714867509,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04978403027228778,0.05528656998694585,0.010515148668997502,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03945450436177733,0.054860563080095966,0.016059454770956532,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04333168694293379,0.0522195871025064,0.01061695647513832,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.037421947095549,0.05045306771765682,0.0054626637043702535,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.002192138319904393,0.0704011090802441,0.02545396639833988,adam,True,,onehot
absolute,36,5,gelu,0.1,True,0.03756281301007107,0.0533274789971272,0.017057273350750413,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.04076808418071196,0.05336934301222625,0.01604238794463615,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03789553455028445,0.0519202277717894,0.013520446470022112,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04319182624667483,0.05777139781290357,0.014413561303296806,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03740962268989674,0.049223822429727934,0.007650198931211905,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04613541236132504,0.04970642440042454,0.011174413620795484,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.036518995933742006,0.05152780596027453,0.02265336922786781,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04142279488603876,0.0487334220724878,0.006279228541219374,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.040002534803318834,0.050915066724857835,0.007978044292651592,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.039379472938072604,0.061329639433985075,0.01813966611863469,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.03593003027923219,0.053041749671207485,0.010566402601659818,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.040889632272345884,0.05004868655698647,0.016710065505974522,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04177012258016095,0.05669582337014744,0.01783514715151615,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.03671347741038511,0.056670274547599965,0.015387135649326287,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04070108777107597,0.04798266906408896,0.007562577077588783,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.041641887041968584,0.05660578792598205,0.010256543456742779,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04616998585722508,0.055888289807753865,0.00777813208917378,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03837073313265482,0.05306665416140697,0.011657594788498062,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.011807991928686857,0.0568629255917324,0.024007570584084058,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04333347545424362,0.05793967558855979,0.015249375146099784,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.047091341703373986,0.04901607581775996,0.008754832332972091,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04990548468653327,0.059153600844508526,0.013918763785160474,adam,True,,onehot
absolute,36,4,tanh,0.1,True,0.046971015045238436,0.06996243350610075,0.011969111047201001,adam,True,,onehot
absolute,23,4,gelu,0.1,True,0.03599055344183608,0.056013392717611375,0.017594938108783702,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04129974155364278,0.0557333516251041,0.0184099596809797,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04574970550494725,0.050856794475726094,0.012216422987889485,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04331249775405718,0.047766756010748916,0.009059571625729743,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.0399048263041699,0.06521477405099854,0.02534725321709069,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04626431172333522,0.04873498843678078,0.0108137127203426,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.03811974768652153,0.05640466052997752,0.015368902253492744,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.03502029083955285,0.05441841686548192,0.01306777254970451,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04290436496870308,0.05742935484846803,0.013478289966501708,adam,True,,onehot
absolute,35,5,gelu,0.1,True,0.04733570540036424,0.06203192919563104,0.012849198364288498,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03974355846373279,0.051728540841735116,0.013584818725768123,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04620367027669015,0.04932188421101148,0.0058887169252924716,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04350843660796589,0.05677831805118385,0.018219961443934958,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04619549835729275,0.05460807812829575,0.018492714577264244,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04152408731806576,0.0563843978350557,0.013250047744800823,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04885617549695739,0.055784579159838456,0.015291185042720675,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.0383646583906578,0.051348230324891,0.011268525600161046,adam,True,,onehot
absolute,35,4,relu,0.1,True,0.04425284598848172,0.058641562825666085,0.011136668719963357,adam,True,,onehot
absolute,34,4,leakyrelu,0.1,True,0.049708253116576034,0.0607299387452843,0.006950528003969766,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.03451073070083376,0.05605153660006481,0.017281667165469396,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.0413583659105661,0.053946626588831946,0.010614560991396576,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.045797599619812605,0.0541207267500954,0.008438047897342508,adam,True,,onehot
absolute,36,4,swish,0.1,True,0.04497763492919518,0.0486927609419956,0.011343923978579638,adam,True,,onehot
absolute,36,4,swish,0.1,True,0.0418602339730312,0.05541176944954016,0.01711926916655861,adam,True,,onehot
absolute,35,4,swish,0.1,True,0.038742433188736825,0.05362281667318434,0.01496830473018942,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.007740878231580931,0.06474109959323322,0.0266812125160792,adam,True,,onehot
absolute,35,4,swish,0.1,True,0.0499159373677637,0.045032596135406035,0.00796360403607151,adam,True,,onehot
absolute,35,4,swish,0.1,True,0.046731815386007534,0.05430914530342626,0.012516965442998709,adam,True,,onehot
absolute,35,4,tanh,0.1,True,0.04987529390922799,0.06792472627812983,0.01833908808247264,adam,True,,onehot
absolute,36,4,swish,0.1,True,0.044780363446186786,0.05103347664550272,0.009698461536838213,adam,True,,onehot
absolute,34,4,swish,0.1,True,0.044008885400834793,0.05300298778615401,0.010814730949591532,adam,True,,onehot
absolute,36,4,swish,0.1,True,0.041024175010626884,0.054422470901858234,0.01680585882580014,adam,True,,onehot
absolute,35,4,swish,0.1,True,0.04539939645712576,0.05132145032779397,0.011392349012122414,adam,True,,onehot
absolute,36,4,swish,0.1,True,0.041985737642189866,0.0567608066907857,0.013759077967364594,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.049908708915585034,0.05450302641763853,0.016145049344307955,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03797971561548828,0.047249244722020384,0.008467632062018145,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.0373786953843991,0.05487148788280044,0.015351553517080962,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.03847577354386537,0.058712814058630464,0.019620087864070632,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.046489110869955566,0.06354109217980128,0.02451619467632669,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.03523955095287197,0.04993204687719855,0.015468661275212847,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.03460647465682259,0.061804423126456925,0.020616844999120514,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03968139204945106,0.0545023400150768,0.014083817174667841,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04371281320556488,0.05201493565564127,0.00803991444772115,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.004832708653940896,0.06602426330703141,0.028112205611178703,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.0362254786385252,0.05048371794067568,0.008718048914996574,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.0323098396071543,0.05730821142388979,0.0186011175266349,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.036638726563613486,0.054574958081236094,0.011647475437676608,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.035638435908437384,0.052680356941466035,0.013240060134466979,adam,True,,onehot
absolute,36,5,gelu,0.1,True,0.040094575473826485,0.06320931825941414,0.016312927859860576,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.03711202323443453,0.055667110977529084,0.02040586110399641,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.03265131465201462,0.05765716502043791,0.018758848038992342,adam,True,,onehot
absolute,36,4,swish,0.1,True,0.04337675021642951,0.05656600960289534,0.015154864009395756,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04750846418596597,0.054235610370485215,0.008784303472478345,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04192748202257846,0.043983674142350285,0.0060977131469102394,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04036901307733545,0.057677474080179,0.01997704226478589,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.015265559707887462,0.05713595542575815,0.03378671698703407,adam,True,,onehot
absolute,36,4,gelu,0.1,True,0.04332952785031628,0.05495258056083139,0.014782688668061046,adam,True,,onehot
absolute,36,4,gelu,0.0,True,0.03877830316582282,0.05379609918764503,0.013974795252120715,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04726435277679762,0.04983686626102245,0.006060346019734,adam,True,,onehot
absolute,34,4,leakyrelu,0.1,True,0.046921826278081516,0.053869954430245434,0.011131407807378757,adam,True,,onehot
absolute,35,4,relu,0.1,True,0.049588441362389685,0.0563019263545564,0.008680523517521896,adam,True,,onehot
absolute,35,4,gelu,0.1,True,0.04211076491016492,0.05477750695642584,0.01212857192150508,adam,True,,onehot
absolute,34,4,gelu,0.1,True,0.04620306992576822,0.055791495818912164,0.013267734498237494,adam,True,,onehot
