Scenario,BatchID,accept_frac,rmse_med_curve,tau_prior_mode,mu_tau_prior,sig_tau_prior,lambda_q025,lambda_q16,lambda_med,lambda_q84,lambda_q975,tau_q025,tau_q16,tau_med,tau_q84,tau_q975,beta_q025,beta_q16,beta_med,beta_q84,beta_q975,n_q025,n_q16,n_med,n_q84,n_q975
S2_tau_prior_n1,F70,0.5720972222222223,0.00891326965351287,spline_peak,3.1124311174524473,0.5,0.0022271933754511985,0.00246793222403367,0.0028452006993106922,0.003411306101794209,0.004198830249152097,8.727640268757185,13.841076652763263,22.580573324063998,36.763199401936944,59.92139410218529,0.07247318894011946,0.22420573985656256,0.43010784304153427,0.6661006980018427,0.9180969852912304,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F71,0.6019027777777778,0.009929419333092777,spline_peak,3.110091935099275,0.5,0.002713598235287074,0.003027976127920574,0.003483371889080617,0.004107949276507203,0.005040971528034011,8.732005078353199,14.080729853228583,22.87432175352975,36.59113035799283,57.846203248567186,0.17957211005604434,0.3104740512972064,0.46356958671973414,0.638941346148489,0.8272934859805694,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F72,0.5610624999999999,0.017578719220481952,spline_peak,3.071901136366885,0.5,0.0018204210049983446,0.0020168003224023063,0.0023329484461717272,0.0028196746642232882,0.003583016439723572,7.4531516331758,11.901241737651095,19.353413011747456,31.427285661650735,51.256744267847374,0.04511733606879794,0.2366538251861106,0.5470710287117149,0.9139820844575879,1.349866532109502,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F73,0.6033819444444445,0.012347693965034162,spline_peak,3.1006801009169283,0.5,0.0026713185210789116,0.002966901490219518,0.0033780430163585845,0.003974310327207419,0.004823429854254236,8.183921125648439,12.975426878755847,20.655946286246646,33.1968045192106,52.40324582478444,0.1660613843635984,0.2998502550655085,0.4522460767222735,0.62510570997558,0.8136447520730699,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F74,0.5898680555555555,0.013312617626750537,spline_peak,3.1077472681400207,0.5,0.0026623807238661842,0.002885639122715352,0.0032102889294847977,0.0036780222422046734,0.004349123160039065,8.386040210436029,13.085348597852331,20.258952122573145,31.615114351640155,48.98320366967211,0.043428296186103145,0.12190500338246293,0.22901877748800686,0.3512905331841338,0.48999574244863825,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F75,0.5790555555555555,0.018312611435311876,spline_peak,3.074331271220177,0.5,0.0020360584820011615,0.002229075077781634,0.0025277953218496756,0.0029757734124324707,0.0036426102667852112,7.484221439933391,11.9135625930282,19.149765037657072,30.588219507921288,50.02185348868178,0.06100662770220218,0.20280651626663598,0.4150921994263135,0.6798608027772431,0.9734045951689786,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F76,0.5660555555555556,0.01605676962086037,spline_peak,3.1053970907950674,0.5,0.0024520754911242218,0.0026274875643630567,0.0029072889934906527,0.0033392941614292446,0.00399069021116809,9.31142670223009,14.441364842640706,23.043687723497257,36.34553178042032,57.3190425078713,0.013141790186038893,0.06177084790619473,0.157665545318534,0.2888144696209215,0.4371164757725746,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F77,0.5602916666666667,0.01720344605681218,spline_peak,3.119416011974398,0.5,0.0029290762714708905,0.0031843847520549528,0.0035840275318747457,0.004194119788212041,0.005108334715898532,9.887684526616304,15.345379582443593,24.230884399923386,38.103487506844175,60.828154679459516,0.01796401617920474,0.07673987678358052,0.19438624079516892,0.33485132836388226,0.4706173098519714,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F78,0.571388888888889,0.010810302193411326,spline_peak,3.1147648407986672,0.5,0.0022261466219582397,0.0024413647664252606,0.0027738636586872954,0.00328114498472385,0.0040353478212654505,8.864017613422062,14.096824575057747,22.651497082336896,36.64251190236303,57.90152220317556,0.04998179595822939,0.15910561615751548,0.3355459634506739,0.5459553541519008,0.7902799515720843,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F79,0.5739652777777778,0.012210042752145323,spline_peak,3.1077472681400207,0.5,0.002302458719465523,0.0024957118891574723,0.0028063504788682202,0.003249143456785567,0.003909863039988897,8.333804655014584,13.265333924115506,20.995791952223264,33.50571700659351,53.12240490133961,0.032384974637351426,0.12604747667801858,0.27223607715439757,0.44713938216485244,0.6483718793384201,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F8,0.6473472222222222,0.04830096511016977,spline_peak,-0.4617854283413494,0.5,0.008652337331255389,0.010152790328587322,0.012134850200146898,0.014632180605312838,0.017686004046447174,0.20733487438394155,0.33163639828319386,0.5310078903038093,0.842543844412835,1.3130847674948263,2.4731854003960025,2.77022443732149,3.102687320454966,3.453072134725789,3.8152653173787057,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F80,0.5645069444444445,0.016692867428241203,spline_peak,3.0935626331480646,0.5,0.002012577206315779,0.0021631498613156165,0.002410436553823483,0.002804899870720175,0.003365955625720562,8.22002454903517,13.00058998678173,20.556671750130054,33.010601345419715,51.476676049372756,0.015423174339200395,0.09042934295235625,0.25516947058359646,0.48151109117682606,0.7401485825201718,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F81,0.5753541666666667,0.014722724298884708,spline_peak,3.119416011974398,0.5,0.0025584034048571898,0.0027313139132340777,0.002997443991998929,0.0033900213331474454,0.0039592916106617046,9.809934236347685,15.09204582902237,23.40156850872656,35.96124250100059,54.85685499970872,0.0084333843194614,0.042356849188667334,0.116393550420376,0.2195535308178528,0.34391666865560694,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F82,0.6134027777777777,0.013607169507970049,spline_peak,3.1006801009169283,0.5,0.002978084363624155,0.003327914633470611,0.0038157037718746668,0.0045084300429062306,0.0055094449110922586,8.811012350305706,14.105758859697122,22.65508800518581,36.25485623427405,57.10665127299037,0.2577819880487711,0.38716787878659975,0.5341576886440051,0.6955024363989961,0.872271413580236,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F83,0.5657083333333334,0.015328343416402714,spline_peak,3.0983132359066623,0.5,0.002211745230741523,0.0023752155309087098,0.0026413677598401885,0.0030477397921174505,0.0036327491938243192,8.503537392985386,13.184072879457654,21.00336781485035,33.424873256400325,52.17026954628194,0.014691722929936712,0.07972599484068012,0.21487735258392648,0.3964237912216984,0.5894909727030613,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F84,0.5738541666666667,0.015105521734690736,spline_peak,3.095940755553032,0.5,0.0022886179953385986,0.0024802450338304973,0.0027872804397808455,0.003236824905293759,0.0038845177502112886,7.9108373844618125,12.205678629655925,19.35854732203378,30.72778156361252,48.341855896579396,0.03432679470103047,0.1361705694274725,0.2886564530729052,0.4737225171416016,0.6897985546356045,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F85,0.5696249999999999,0.008436705496847463,spline_peak,3.1124311174524473,0.5,0.0016766467550158495,0.0018668118368600792,0.002181273089972547,0.002670102745782117,0.003427798672791685,9.350040795333669,15.246637984729292,24.837664929049858,40.33633885912629,64.69017442113858,0.06874765139981194,0.27576674655411354,0.636574163462706,1.076696901344388,1.5910108658913569,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F86,0.5673333333333334,0.008607895011572437,spline_peak,3.119416011974398,0.5,0.001805194101411789,0.001977861998159262,0.0022646758009142024,0.0027044532905584374,0.0033585774397415983,10.079803166204867,16.13292965602402,25.973488872468526,41.558547122938116,65.92825215286975,0.03337695561370892,0.16545958743298417,0.4129833591138654,0.7464562128280215,1.1222396092525406,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F87,0.5729652777777777,0.011825285959804773,spline_peak,3.1053970907950674,0.5,0.0017424032491770423,0.0018985135257384737,0.002150392165022697,0.0025475349092039905,0.003125171025283892,9.487949904305944,15.056206093198195,24.254735844385625,38.64616665450129,60.828492214311176,0.02917720244125491,0.14354532166981473,0.37656117736335304,0.706611014578025,1.0830818700917928,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F88,0.5727708333333333,0.009078130165812031,spline_peak,3.1124311174524473,0.5,0.001883330467221854,0.00207591907200622,0.002387916851833615,0.0028720114180975885,0.003599392368587853,8.843545501748617,14.26573188138588,22.97003023614474,37.3126220841769,60.14625148628382,0.06678862686177096,0.23177412330378505,0.49991464966749544,0.830424059243541,1.2188610835978062,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F89,0.5677013888888889,0.010153557555395435,spline_peak,3.103041377102608,0.5,0.0016989242516024323,0.0018789847630616447,0.0021750926828230264,0.0026328571825482783,0.0033093614506068372,8.886628133576956,14.172264664034076,23.027677039526786,37.523695418913555,60.36700724722845,0.046104061091795455,0.24225888891189085,0.5651765911089477,0.9756484920394833,1.4402454863190899,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F9,0.5790208333333333,0.014746277392396237,spline_peak,3.0422693387605135,0.5,0.0011564571424699172,0.0014231518231803916,0.0018879854280653406,0.0026816911245450934,0.004039272016990114,7.968661370002205,13.111680263912639,21.539882970101253,35.59937936857617,58.719952704744884,0.4127491750516182,1.362907564359486,2.689704572550244,4.3192167718066745,6.223664594595411,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F90,0.5758680555555555,0.009012518787964083,spline_peak,3.1053970907950674,0.5,0.0018073301545924415,0.0020185603442495503,0.0023604789381059853,0.0028522086682656314,0.003614169099327408,8.974157616149359,14.214630651811994,23.11547364372166,37.32185449767548,60.06096672804106,0.07983918768402035,0.2987579582226949,0.6265738766771691,0.9988088486003334,1.434116812620795,1.0,1.0,1.0,1.0,1.0
S2_tau_prior_n1,F91,0.567138888888889,0.011612272460758247,spline_peak,3.1053970907950674,0.5,0.001715880487402072,0.0018682037012567457,0.002109871484846042,0.002504284769356602,0.0031072304468095545,9.463890481994515,15.213740304681995,24.523366517998653,39.45636906592489,62.83066111344373,0.02461748579815855,0.12610790338914393,0.3639831749338292,0.6946294816792957,1.0795697274722542,1.0,1.0,1.0,1.0,1.0
