BatchID,n_points,t_min,t_max,lambda,tau,n,beta,sse_min,sigma2,delta_star_95,success,nfev,message
F14,10,0.0,420.0,5636.956914676363,9443387.835844537,0.34719578145354163,0.616323152226219,0.0003887558192821066,6.479263654701776e-05,0.0002488037243405482,True,123,`gtol` termination condition is satisfied.
F11,10,0.0,420.0,0.012372586020766982,1.0082086083414711e-08,0.010000002922877208,3.3791456011160173,0.018784483887000186,0.003130747314500031,0.01202206968768012,True,23,`ftol` termination condition is satisfied.
F25,10,0.0,420.0,0.7199167285033361,0.0006102711032217212,4.604683198267034,1.8902995882484064,6.86346408502406e-05,1.1439106808373434e-05,4.392617014415398e-05,True,24,`ftol` termination condition is satisfied.
F37,10,0.0,420.0,0.06937782335106085,3.847121168321684e-08,0.010050820109559874,2.7386040426593325,0.007737713908161791,0.0012896189846936317,0.004952136901223546,True,29,`gtol` termination condition is satisfied.
F54,10,0.0,420.0,477.98766283134836,494409.90375450393,0.1673698224778015,0.4043501866414446,0.0001325890201601542,2.209817002669237e-05,8.485697290249869e-05,True,153,`gtol` termination condition is satisfied.
