BatchID,param,grid_value,grid_log,sse_prof,delta_sse,sse_min,delta_star_95
F11,lambda,0.9213390011761307,-0.08192723099854327,0.018974007777321868,0.00018952389032168143,0.018784483887000186,0.01202206968768012
F11,lambda,1.3006971048021385,0.26290035520835175,0.018974750386462458,0.0001902664994622716,0.018784483887000186,0.01202206968768012
F11,lambda,1.8362545776104053,0.6077279414152486,0.018975276353124557,0.0001907924661243704,0.018784483887000186,0.01202206968768012
F11,tau,9.999999999999982e-09,-18.420680743952367,0.018784483886376328,-6.238586036655391e-13,0.018784483887000186,0.01202206968768012
F11,tau,1.188504380008919e-08,-18.247985050815913,0.018784483886887693,-1.1249334797014399e-13,0.018784483887000186,0.01202206968768012
F11,tau,1.412542661300382e-08,-18.075289357679463,0.018784483887498874,4.986878965329566e-13,0.018784483887000186,0.01202206968768012
F11,tau,1.6788131399049616e-08,-17.90259366454301,0.018784483888225866,1.225679280292269e-12,0.018784483887000186,0.01202206968768012
F11,tau,1.995276769993576e-08,-17.729897971406555,0.01878448388908984,2.0896548380555657e-12,0.018784483887000186,0.01202206968768012
F11,tau,2.371395180467409e-08,-17.557202278270104,0.01878448389011671,3.1165243996600367e-12,0.018784483887000186,0.01202206968768012
F11,tau,2.8184135587175613e-08,-17.38450658513365,0.018784483889044377,2.0441912051971656e-12,0.018784483887000186,0.01202206968768012
F11,tau,3.349696859212352e-08,-17.211810891997196,0.018784483890062542,3.062355924399185e-12,0.018784483887000186,0.01202206968768012
F11,tau,3.981129388875992e-08,-17.039115198860745,0.018784483891272775,4.272589226861356e-12,0.018784483887000186,0.01202206968768012
F11,tau,4.731589716061354e-08,-16.86641950572429,0.018784483892710976,5.710789480195544e-12,0.018784483887000186,0.01202206968768012
F11,tau,5.623515101944086e-08,-16.693723812587837,0.01878448389442048,7.4202935462786e-12,0.018784483887000186,0.01202206968768012
F11,tau,6.683572329706836e-08,-16.521028119451387,0.01878448389645209,9.451904536827982e-12,0.018784483887000186,0.01202206968768012
F11,tau,7.943454987963002e-08,-16.348332426314933,0.018784483898866722,1.1866535531979139e-11,0.018784483887000186,0.01202206968768012
F11,tau,9.440831045597739e-08,-16.17563673317848,0.018784483901736457,1.473627123105281e-11,0.018784483887000186,0.01202206968768012
F11,tau,1.1220469048617072e-07,-16.002941040042028,0.01878448390514719,1.8147004732238514e-11,0.018784483887000186,0.01202206968768012
F11,tau,1.333557661003592e-07,-15.830245346905574,0.018784483909201004,2.220081757320358e-11,0.018784483887000186,0.01202206968768012
F11,tau,1.584939121097218e-07,-15.657549653769122,0.018784483914018896,2.701871018584434e-11,0.018784483887000186,0.01202206968768012
F11,tau,1.8837070874715298e-07,-15.48485396063267,0.018784483919744892,3.27447062520303e-11,0.018784483887000186,0.01202206968768012
F11,tau,2.2387941241137608e-07,-15.312158267496216,0.018784483926550438,3.955025196233919e-11,0.018784483887000186,0.01202206968768012
F11,tau,2.6608166224474356e-07,-15.139462574359763,0.018784483934638524,4.763833771903592e-11,0.018784483887000186,0.01202206968768012
F11,tau,3.162392210179315e-07,-14.966766881223311,0.01878448394425185,5.7251665214197445e-11,0.018784483887000186,0.01202206968768012
F11,tau,3.758516993104208e-07,-14.794071188086857,0.01878448395567675,6.867656443532155e-11,0.018784483887000186,0.01202206968768012
F11,tau,4.467013908642302e-07,-14.621375494950405,0.018784483969255285,8.22550985657422e-11,0.018784483887000186,0.01202206968768012
F11,tau,5.309065595982137e-07,-14.448679801813952,0.018784483985393615,9.83934288212307e-11,0.018784483887000186,0.01202206968768012
F11,tau,6.309847714579441e-07,-14.275984108677498,0.018784484004574623,1.175744362980069e-10,0.018784483887000186,0.01202206968768012
F11,tau,7.499281645966932e-07,-14.103288415541046,0.018784484027371564,1.403713777159421e-10,0.018784483887000186,0.01202206968768012
F11,tau,8.912929083152192e-07,-13.930592722404594,0.01878448405446855,1.6746836209446947e-10,0.018784483887000186,0.01202206968768012
F11,tau,1.0593055254035275e-06,-13.75789702926814,0.018784484086663486,1.996632997824932e-10,0.018784483887000186,0.01202206968768012
F11,tau,1.2589892567097415e-06,-13.585201336131687,0.018784484124933845,2.379336588864689e-10,0.018784483887000186,0.01202206968768012
F11,tau,1.496314245983701e-06,-13.412505642995235,0.018784484170422118,2.834219317571218e-10,0.018784483887000186,0.01202206968768012
F11,n,0.010000000000000004,-4.605170185988091,0.018784483886357208,-6.429787258177555e-13,0.018784483887000186,0.01202206968768012
F11,n,0.011881693997797678,-4.432756382805757,0.018784483885915536,-1.0846497311423065e-12,0.018784483887000186,0.01202206968768012
F11,n,0.01411746522573013,-4.2603425796234236,0.018784483886337227,-6.629592708140564e-13,0.018784483887000186,0.01202206968768012
F11,n,0.016773940183667502,-4.08792877644109,0.018784483886835835,-1.6435117156099466e-13,0.018784483887000186,0.01202206968768012
F11,n,0.019930282439969936,-3.915514973258756,0.01878448388742432,4.2413295098242543e-13,0.018784483887000186,0.01202206968768012
F11,n,0.023680551724140315,-3.7431011700764225,0.0187844838881185,1.1183137749171124e-12,0.018784483887000186,0.01202206968768012
F11,n,0.02813650692852553,-3.570687366894089,0.018784483888935666,1.935479554404651e-12,0.018784483887000186,0.01202206968768012
F11,n,0.033430936549165444,-3.398273563711755,0.018784483889895814,2.895628181676102e-12,0.018784483887000186,0.01202206968768012
F11,n,0.03972161581369738,-3.2258597605294215,0.018784483891021164,4.020977995011776e-12,0.018784483887000186,0.01202206968768012
F11,n,0.04719600841964333,-3.053445957347088,0.01878448389233562,5.335433483910634e-12,0.018784483887000186,0.01202206968768012
F11,n,0.05607685299596846,-2.881032154164754,0.01878448389386549,6.86530346460934e-12,0.018784483887000186,0.01202206968768012
F11,n,0.06662880076575808,-2.7086183509824204,0.01878448389563668,8.636494297498132e-12,0.018784483887000186,0.01202206968768012
