prior_mode,forward_method,tau_fixed_value,loss_mode,diluent_encoding,hidden_size,n_hidden_layers,activation,dropout,standardize_cont,lr,mean_rmse,std_rmse,optimizer,use_scheduler,rel_eps,seed,ode_method,ode_rtol,ode_atol,cf_beta_eps,cf_blend_k,cf_base_softplus
tau_fixed,closed_form,1.0,absolute,continuous,58,5,gelu,0.0,True,0.002455957333401163,0.037136375531554223,0.008194722965025757,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,61,5,gelu,0.1,True,0.002371098164540174,0.04047150388360024,0.004311422002643951,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,57,5,gelu,0.0,True,0.001936901917514807,0.03606661185622216,0.003304017133196653,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,55,5,gelu,0.0,True,0.001823071409866073,0.042385610938072214,0.018851124804409626,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,62,5,gelu,0.0,True,0.0016620786647158108,0.043908851221203804,0.01960300418782658,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,58,5,gelu,0.2,True,0.0020115980675653915,0.04450154229998589,0.003552126016716864,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,57,5,leakyrelu,0.0,True,0.006532360691308823,0.04453482553362846,0.0071125624738239785,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,59,5,gelu,0.0,True,0.002189852534058069,0.03738274499773979,0.0076847257200252815,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,59,5,gelu,0.0,True,0.002149176830673735,0.043883961811661716,0.01779973938512322,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,60,5,gelu,0.0,True,0.02189773856559184,0.04860649816691876,0.02069583610751934,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,58,5,gelu,0.0,True,0.04591568418547514,0.10014006346464158,0.06704510300956815,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,54,5,gelu,0.0,True,0.0013488861252371144,0.04254785627126693,0.01811428842614429,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,63,5,gelu,0.0,True,0.009345635412169104,0.040998411178588864,0.0042515314298140865,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,57,5,gelu,0.0,True,0.0019154436455980234,0.04279801845550537,0.011909441577855024,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,55,5,gelu,0.0,True,0.0023665530157657203,0.038447634875774385,0.0037031510527691853,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,59,3,gelu,0.0,True,0.002906925824535461,0.040084759891033175,0.005653932923616571,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,52,5,swish,0.0,True,0.0017568880999390714,0.04611346051096917,0.018626793303793708,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,24,5,gelu,0.0,True,0.002773714745837916,0.04270127564668656,0.014626548343267213,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,23,5,gelu,0.0,True,0.002490115921825628,0.044287030026316634,0.016377413681885528,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,22,5,gelu,0.0,True,0.003125193943463517,0.04484961815178394,0.018994475467846317,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,57,5,gelu,0.0,True,0.0021667956978840795,0.037273707985877993,0.0054487527337537325,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,57,5,gelu,0.0,True,0.002056162298560329,0.039316368848085405,0.007906454750083294,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,59,5,gelu,0.0,True,0.002216594235963366,0.04021200239658355,0.00717524022378772,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,53,2,gelu,0.0,True,0.0015453276301065214,0.0520935483276844,0.007254256667104453,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,56,5,gelu,0.1,True,0.0018610280166243926,0.040692925453186035,0.005893277028614879,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,62,5,gelu,0.0,True,0.03243002413436424,0.052805174887180326,0.008927269277064442,adamw,False,,1,,,,0.001,6.0,True
tau_fixed,closed_form,1.0,absolute,continuous,41,5,mish,0.0,True,0.0022288499823764933,0.03888114131987095,0.008273413748629234,adamw,False,,1,,,,0.001,6.0,True
