Scenario,BatchID,n_points,t_min,t_max,accept_frac,rmse_med_curve,success,tau_prior_mode,t_peak,t_peak_repr,mu_tau_prior,sig_tau_prior,flat_ratio,tau_fixed,lambda_med,lambda_q025,lambda_q975,lambda_q16,lambda_q84,tau_med,tau_q025,tau_q975,tau_q16,tau_q84,beta_med,beta_q025,beta_q975,beta_q16,beta_q84
S2_tau_prior,F1,10,0.0,420.0,0.5828541666666666,0.014172983098429367,True,spline_peak,20.690172543135784,20.690172543135784,3.029658831168584,0.5,2.4201125939788,,0.0018168733825148998,0.0009341559554944324,0.003776372652244287,0.0012488156560126196,0.002716398996211693,22.02705471792142,8.21072247440495,60.11416953863399,13.242895099234612,36.44550462341984,5.367669839460927,0.9239641572944465,9.623371597274671,2.8591728242241103,8.022617498526905
S2_tau_prior,F10,10,0.0,420.0,0.5873541666666666,0.013943879423622237,True,spline_peak,20.637659414853715,20.637659414853715,3.0271175337399114,0.5,2.619574116876294,,0.002004888716887971,0.0009943401566086597,0.0041337086563405226,0.0013519550279193404,0.0030064293026370354,21.583205237619815,8.04926430872657,58.661658035073664,13.107715258813629,35.58276077145455,5.725955240970013,1.222694865423408,9.69348259869123,3.215469935464287,8.260365409907337
S2_tau_prior,F11,10,0.0,420.0,0.6461666666666667,0.045328015328617126,True,spline_peak,0.6301575393848462,0.6301575393848462,-0.4617854283413494,0.5,8.213926904319392,,0.014594874119349543,0.010078735095898312,0.022000817649536413,0.012003562392468102,0.017864237589606907,0.5457921833458019,0.2128299291571639,1.38331591602273,0.33908803988634806,0.8698687966409283,3.643150833713647,2.937374600349294,4.4648712526062,3.271995894908514,4.048401949221252
S2_tau_prior,F12,10,0.0,420.0,0.6037430555555555,0.017122204098660866,True,spline_peak,20.53263315828957,20.53263315828957,3.022015481856016,0.5,2.799663850992753,,0.0025794507507425463,0.0013875318793173145,0.006150521572208649,0.0018279803502995718,0.00393378172573294,21.305494048328306,7.807243693554196,59.83805130109099,12.852212579809537,35.90306359386172,4.438937452460479,1.4625211303723458,8.576780459642855,2.794317476084015,6.449311571968919
S2_tau_prior,F13,10,0.0,420.0,0.5758680555555555,0.010125486102707651,True,spline_peak,20.690172543135784,20.690172543135784,3.029658831168584,0.5,2.451607119654799,,0.00133261141633272,0.0006932439636554638,0.0023923373557759044,0.000929990029098728,0.001827651576797681,21.16811707907214,8.113138919181047,56.61193082984456,13.009446210754787,34.513754965016616,6.485241267919291,0.6864430277439266,9.823568700792466,3.2806154892595,8.90099091507315
S2_tau_prior,F14,10,0.0,420.0,0.6075486111111111,0.00948227103691329,True,spline_peak,22.738184546136537,22.738184546136537,3.1240456498731404,0.5,1.7174952076395862,,0.0037368759010675246,0.002911578975571501,0.005375870118099886,0.0032534614600694643,0.004421670371325707,25.829632867973437,10.016259202633915,63.101748943574016,16.049946882447227,40.92768743591652,0.4512404033493962,0.1985184870320713,0.7720126239070477,0.31527501564211485,0.6040745133520078
S2_tau_prior,F15,10,0.0,420.0,0.6364097222222223,0.037988578305553175,True,spline_peak,20.27006751687922,20.27006751687922,3.0091452913354813,0.5,3.266739466750991,,0.004878667638278435,0.0038031444347048486,0.006927857278667061,0.004266530340052492,0.005726304259725622,11.335949678530245,4.591872417135745,28.041709617601175,7.138363438574123,17.899695776041955,1.0402988916104725,0.693200441505059,1.4826977912331933,0.8525790118601227,1.248242641787451
S2_tau_prior,F16,10,0.0,420.0,0.6168611111111111,0.01346535924579212,True,spline_peak,21.792948237059264,21.792948237059264,3.0815864421013486,0.5,2.1207700833797225,,0.0035394915138198587,0.0026890596282404824,0.005241602798499247,0.003035462027124143,0.004247016009477526,20.341031184250582,7.761518680529129,51.89819108219362,12.47949693015063,32.91684058222317,0.8148202512519893,0.40287399326591167,1.3308889427835022,0.5917608129980596,1.0653733436477435
S2_tau_prior,F17,10,0.0,420.0,0.6197847222222223,0.01582240723188485,True,spline_peak,21.792948237059264,21.792948237059264,3.0815864421013486,0.5,2.2901122683104846,,0.003932897945210992,0.003059273777178901,0.005729138275627358,0.0034242666786547314,0.004663765078927247,17.622662648992794,7.070028752799812,45.05508743533564,11.072516414111035,28.155455590018903,0.7035229765146532,0.37816994720765135,1.119722364758784,0.5294645036133225,0.9003882531037227
S2_tau_prior,F18,10,0.0,420.0,0.5673055555555555,0.009706958905934772,True,spline_peak,22.633158289572393,22.633158289572393,3.119416011974398,0.5,1.3809437543957532,,0.002496661857775347,0.0020500138271651687,0.00358238668564192,0.0022243510934037264,0.002930655924317337,25.119717795282853,9.925518140961266,62.81970140797132,15.734613566259766,40.0894057011381,0.27147812744739386,0.01995819411830922,0.7509252040821174,0.10184431884601079,0.49244219194380784
