lambda,tau,beta,log_lambda,log_tau,log_beta,BatchID,accept_frac
0.026990135940643468,726.1018998366576,1.9700244957881994,-3.612283815260815,6.58769036287728,0.678045977082844,F54,0.5089861111111111
0.035668459267907765,872.9447450841321,2.1547584779937563,-3.333488474603443,6.7718722606911825,0.767678642097908,F54,0.5089861111111111
0.025551356934671657,722.0240795270233,1.9045188354834768,-3.66706485475355,6.582058489482151,0.6442293968763149,F54,0.5089861111111111
0.01959194336025684,546.2246678215132,1.617880704848945,-3.9326368502992484,6.303030370637002,0.4811170859112769,F54,0.5089861111111111
0.034634847657184296,962.4376493904884,1.9186875765507783,-3.362894946039422,6.869469284209596,0.6516413984304167,F54,0.5089861111111111
0.0022100238173009446,13.523211026337686,0.11693949983856865,-6.114751986451297,2.604407544363749,-2.146098573321161,F54,0.5089861111111111
0.0274750670139383,932.4021270102156,1.5627947720805015,-3.5944763396075903,6.8377641883797375,0.44647573896698767,F54,0.5089861111111111
0.02748573019819602,794.0727001036948,1.870227999352415,-3.5940883108695663,6.67717501889905,0.6260603482216601,F54,0.5089861111111111
0.021702275082652864,710.1483940516706,1.3462892616019564,-3.830338181412751,6.56547395390329,0.29735211274154294,F54,0.5089861111111111
0.030459142328497512,969.2378579853658,1.6481534388194117,-3.491369089216289,6.876510049245712,0.499655533232918,F54,0.5089861111111111
0.014062718222003239,449.91202944918456,1.24011607219995,-4.264228081128782,6.109052073540759,0.21520498184898285,F54,0.5089861111111111
0.037604791413809076,986.2938252988615,2.032711113952938,-3.2806238054866297,6.893954307470779,0.7093704261493434,F54,0.5089861111111111
0.02677772223855461,931.1939253547871,1.5275984958460254,-3.620184996908726,6.836467553496689,0.42369689171701463,F54,0.5089861111111111
0.025535119508421668,675.1811437098263,2.079619074177546,-3.6677005387124884,6.514981015921738,0.7321847395268811,F54,0.5089861111111111
0.012810603433370977,372.04867936768574,1.4340373808232234,-4.357482057752758,5.919024704227202,0.36049380935735825,F54,0.5089861111111111
0.02624086533463557,808.9315140236235,1.6846160365603868,-3.6404373377580965,6.6957142583744576,0.5215376663601599,F54,0.5089861111111111
0.03430364469535512,996.4728296298787,1.961570781229015,-3.372503671115567,6.904221873480708,0.6737455712720923,F54,0.5089861111111111
0.028379467888245472,888.4362323325928,1.6765984228869601,-3.5620893569592966,6.7894628749938954,0.516766992559696,F54,0.5089861111111111
0.02471168956156516,606.490164087087,2.095923504190494,-3.7004788856993285,6.40768851075398,0.7399942697004754,F54,0.5089861111111111
0.02837472932869725,887.2450809184074,1.875423985644184,-3.5622563423028164,6.788121247322347,0.628834759536715,F54,0.5089861111111111
0.0036198551608642307,46.00992394714166,0.6392745440015453,-5.621321264755897,3.8288571112023435,-0.44742127055135894,F54,0.5089861111111111
0.02855503806530099,589.7099128600812,2.375717981601616,-3.5559218938141597,6.379630742870397,0.865299699843521,F54,0.5089861111111111
0.0031540097096749075,29.48198641821087,0.7214251699593974,-5.7590807119187915,3.3837794469442555,-0.32652662068692606,F54,0.5089861111111111
0.006459882958357532,149.19032122262462,1.1336180238617997,-5.0421440792530685,5.005222814503402,0.12541430893430763,F54,0.5089861111111111
0.026115190513225747,676.8865412382033,2.0276927338247868,-3.6452381219557997,6.517503668377321,0.7068985623291296,F54,0.5089861111111111
0.0030141616610376313,39.21659198664525,0.48110955838147446,-5.804433543508323,3.66909992221051,-0.7316602627096456,F54,0.5089861111111111
0.02298709247234489,719.6299377171467,1.626605632815315,-3.772822417437452,6.5787371044866205,0.48649540968276567,F54,0.5089861111111111
0.017602736377175122,449.2515715146607,1.7993399882156182,-4.039700913047309,6.107583023742493,0.5874199244475133,F54,0.5089861111111111
