lambda,tau,beta,log_lambda,log_tau,log_beta,BatchID,accept_frac
0.03550869332262783,848.8866969562388,1.252218977540276,-3.3379777301520055,6.743925722701399,0.2249171595730209,F14,0.48746527777777776
0.013899730182357739,323.70925931359074,1.0015820928795895,-4.275885850375063,5.779845765137215,0.0015808426890877025,F14,0.48746527777777776
0.025370893323451778,509.0104002903537,1.3707875929849378,-3.6741526941874865,6.232468449132255,0.3153854600471977,F14,0.48746527777777776
0.02459747296212871,499.33804020825227,1.3054299130281954,-3.7051115664371252,6.21328330168289,0.2665324217934205,F14,0.48746527777777776
0.0057979715277954764,60.82675932298025,0.9134154993770374,-5.1502471591888535,4.1080298125912815,-0.09056440949296904,F14,0.48746527777777776
0.04478530480207212,898.064685221095,1.7009895911362922,-3.105875211181697,6.800242098248176,0.531210194133563,F14,0.48746527777777776
0.03531726428417718,775.3157274496814,1.4096971142334105,-3.343383361394054,6.65327033665012,0.3433748687141275,F14,0.48746527777777776
0.008573319113091735,159.74890725181777,0.8480548893042295,-4.759100326941799,5.073603252870041,-0.16480991733189682,F14,0.48746527777777776
0.006069311564002586,91.6656333397121,0.6927496825640651,-5.104510096487377,4.5181475362772385,-0.3670865534649715,F14,0.48746527777777776
0.007186320247547035,113.79118215613218,0.8008746846901482,-4.935576025802742,4.734365033243085,-0.22205079272972694,F14,0.48746527777777776
0.020229705895402298,435.8723945796525,1.3493705733547785,-3.900603165950559,6.07734952752949,0.29963824176633636,F14,0.48746527777777776
0.010455010324163528,246.1758450940323,0.8620952575243979,-4.560673958616277,5.506046098027465,-0.14838950685504856,F14,0.48746527777777776
0.010524116138028984,195.94985603303704,0.950604229233637,-4.5540858803244095,5.277858789932623,-0.05065746579714803,F14,0.48746527777777776
0.008820703454207364,147.78479091387098,0.945686302713477,-4.730653655430982,4.995757100065426,-0.055844368819947365,F14,0.48746527777777776
0.02682596389392513,645.1452762963138,1.1678185427293675,-3.618385058438985,6.469475526002204,0.1551375150845934,F14,0.48746527777777776
0.029780029022379386,710.7860510780341,1.2136471141638512,-3.5139172771673337,6.566371471830811,0.19362997012119165,F14,0.48746527777777776
0.005498009969986852,62.599933939183444,0.7121586749898158,-5.203369075856433,4.1367642228208865,-0.3394545342675821,F14,0.48746527777777776
0.019114287450449317,481.804677277847,1.0326529708334824,-3.9573191895126447,6.177538798057782,0.03213119064999573,F14,0.48746527777777776
0.015100195851883179,344.9583263235173,0.9740087233185134,-4.193047564921983,5.843423616470099,-0.026335019200536436,F14,0.48746527777777776
0.010943928227111682,212.18929480935006,1.047046499180777,-4.514970476318652,5.357478776318008,0.045973342727225794,F14,0.48746527777777776
0.0077679565245446225,119.6368973987262,0.8219126239117677,-4.857748144746079,4.784461300616444,-0.19612118652019925,F14,0.48746527777777776
0.02509943915461824,668.9576076657104,1.0406272567447201,-3.68490977753156,6.505720691402551,0.03982366282789507,F14,0.48746527777777776
0.011207001417520568,205.08937486836916,0.9497480213770014,-4.491216569426971,5.32344585909659,-0.05155857022586266,F14,0.48746527777777776
0.03262754506260775,922.598958295659,1.0812729480207572,-3.422598406800022,6.82719464202668,0.078139002641747,F14,0.48746527777777776
0.006280102737489714,109.73266222577591,0.4651789860168533,-5.07036893916296,4.698047064312117,-0.7653330312907276,F14,0.48746527777777776
0.04118894663732653,907.2174257671612,1.4684050104541104,-3.189585344123433,6.810382141086146,0.3841767848208487,F14,0.48746527777777776
0.0033810663263540218,24.06430185724512,0.34847059320223317,-5.689564138071101,3.1807294916234756,-1.054201433397125,F14,0.48746527777777776
0.013906496953833287,265.28445515545997,1.0737236798845133,-4.275399141295404,5.58080266596853,0.0711326816848258,F14,0.48746527777777776
0.026020820678225375,654.6325793783129,1.1172575133662623,-3.6488582661097904,6.484074130731308,0.11087703368351542,F14,0.48746527777777776
0.020525479874996096,670.3972892899334,0.8428653101019374,-3.8860882438927833,6.5078705057377615,-0.1709481082391356,F14,0.48746527777777776
0.017913860171951818,422.0333769915933,1.039332445212951,-4.022180554477526,6.0450844033055136,0.03857862745744145,F14,0.48746527777777776
0.009007222831947112,186.0657349370816,0.8499818255529714,-4.709728486623438,5.2261000249175344,-0.1625403114287533,F14,0.48746527777777776
